"","Population","Row","Column","Block","Family","Replicate","Dead","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_score","Year","Urb_Rur","Pop_ID"
"20","1",6,26,2,"1","3","0","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,"2019",NA,NA
"21","1",4,11,1,"4","1","0","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,"2019",NA,NA
"22","1",19,31,4,"4","2","0","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,"2019",NA,NA
"23","1",3,45,2,"1","5","0","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,"2019",NA,NA
"24","1",15,16,3,"5","5","0","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,"2019",NA,NA
"25","1",19,27,4,"5","1","0","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,"2019",NA,NA
"26","2",20,34,4,"5","2","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"27","2",2,34,2,"4","3","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"28","2",4,19,1,"3","1","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"29","2",18,46,4,"2","4","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"30","2",16,41,4,"4","1","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"31","2",7,45,2,"5","4","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"32","2",16,24,3,"3","2","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"33","2",21,4,3,"1","4","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"34","2",16,28,4,"4","2","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"35","2",14,31,4,"1","3","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"36","2",5,41,2,"1","5","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"37","2",19,16,3,"5","1","1","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"38","2",20,44,4,"3","5","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"39","2",19,1,3,"2","1","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"40","2",20,1,3,"3","4","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"41","2",2,28,2,"5","5","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"42","2",3,14,1,"2","5","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"43","2",3,10,1,"5","3","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"44","2",18,6,3,"3","3","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"45","2",4,42,2,"2","2","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"46","2",21,13,3,"4","4","1","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"47","2",11,9,1,"1","2","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"48","2",11,20,1,"4","5","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"49","2",6,3,1,"2","3","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"50","2",2,12,1,"1","1","0","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,"2019",NA,NA
"51","3",6,20,1,"5","1","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"52","3",9,9,1,"2","2","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"53","3",10,26,2,"5","4","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"54","3",18,45,4,"1","1","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"55","3",20,3,3,"3","2","1","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"56","3",5,11,1,"2","4","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"57","3",5,23,2,"4","3","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"58","3",17,7,3,"4","5","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"59","3",21,38,4,"3","3","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"60","3",21,12,3,"1","2","1","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"61","3",16,43,4,"2","3","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"62","3",21,43,4,"4","2","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"63","3",1,22,1,"3","5","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"64","3",11,2,1,"4","1","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"65","3",18,10,3,"5","2","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"66","3",20,40,4,"5","3","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"67","3",15,44,4,"2","1","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"68","3",16,37,4,"3","1","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"69","3",7,1,1,"2","5","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"70","3",15,42,4,"3","4","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"71","3",18,41,4,"5","5","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"72","3",20,13,3,"4","4","0","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,"2019",NA,NA
"73","4",11,30,4,"4","1","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"74","4",9,2,1,"3","1","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"75","4",6,42,2,"3","4","1","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"76","4",3,29,2,"4","4","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"77","4",16,20,3,"2","3","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"78","4",4,16,1,"1","1","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"79","4",18,9,3,"4","3","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"80","4",11,21,1,"2","4","1","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"81","4",4,33,2,"3","2","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"82","4",14,6,3,"1","5","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"83","4",4,30,2,"1","4","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"84","4",1,42,2,"1","3","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"85","4",8,32,2,"3","3","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"86","4",15,1,3,"5","4","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"87","4",21,31,4,"5","3","1","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"88","4",2,35,2,"1","2","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"89","4",7,12,1,"4","2","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"90","4",3,9,1,"3","5","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"91","4",15,33,4,"5","1","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"92","4",11,37,4,"2","1","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"93","4",19,4,3,"2","5","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"94","4",16,18,3,"5","5","1","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"95","4",3,24,2,"4","5","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"96","4",5,8,1,"5","2","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"97","4",8,24,2,"2","2","0","AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,"2019",NA,NA
"98","5",16,17,3,"4","5","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"99","5",18,1,3,"1","2","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"100","5",15,37,4,"1","1","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"101","5",6,27,2,"5","3","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"102","5",10,24,2,"3","5","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"103","5",10,34,2,"5","2","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"104","5",20,19,3,"3","1","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"105","5",7,32,2,"1","4","1","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"106","5",1,29,2,"2","2","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"107","5",17,35,4,"3","4","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"108","5",13,39,4,"1","3","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"109","5",9,14,1,"5","5","1","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"110","5",8,39,2,"4","1","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"111","5",17,44,4,"4","2","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"112","5",14,45,4,"1","5","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"113","5",7,17,1,"2","4","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"114","5",18,32,4,"3","3","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"115","5",9,44,2,"2","3","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"116","5",14,34,4,"4","3","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"117","5",20,28,4,"2","5","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"118","5",17,29,4,"5","1","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"119","5",7,18,1,"3","2","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"120","5",16,12,3,"2","1","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"121","5",10,42,4,"4","4","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"122","5",7,8,1,"5","4","0","AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,"2019",NA,NA
"123","6",12,23,1,"1","1","1","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"124","6",2,38,2,"1","3","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"125","6",9,37,2,"4","4","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"126","6",19,23,3,"1","4","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"127","6",21,22,3,"5","1","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"128","6",13,35,4,"5","3","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"129","6",4,12,1,"4","5","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"130","6",20,17,3,"1","5","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"131","6",14,27,4,"5","2","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"132","6",21,30,4,"4","1","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"133","6",11,40,4,"3","4","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"134","6",2,18,1,"4","2","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"135","6",7,2,1,"2","3","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"136","6",17,1,3,"4","3","1","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"137","6",18,35,4,"5","5","1","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"138","6",2,2,1,"2","5","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"139","6",1,46,2,"2","4","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"140","6",4,31,2,"3","1","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"141","6",6,18,1,"2","1","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"142","6",18,27,4,"3","2","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"143","6",12,27,4,"1","2","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"144","6",5,30,2,"5","4","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"145","6",8,27,2,"3","5","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"146","6",19,17,3,"3","3","0","AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,"2019",NA,NA
"147","7",3,21,1,"3","1","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"148","7",7,24,2,"2","3","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"149","7",16,16,3,"5","4","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"150","7",7,15,1,"4","4","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"151","7",10,7,1,"3","4","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"152","7",15,22,3,"4","1","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"153","7",8,28,2,"1","2","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"154","7",19,30,4,"2","1","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"155","7",12,9,3,"2","4","1","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"156","7",17,37,4,"2","5","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"157","7",13,30,4,"5","1","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"158","7",4,36,2,"5","5","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"159","7",9,28,2,"3","5","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"160","7",6,8,1,"5","3","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"161","7",18,19,3,"4","5","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"162","7",1,19,1,"2","2","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"163","7",21,34,4,"1","4","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"164","7",9,20,1,"3","3","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"165","7",6,46,2,"4","3","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"166","7",1,39,2,"4","2","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"167","7",6,12,1,"5","2","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"168","7",12,1,3,"1","1","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"169","7",14,8,3,"1","5","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"170","7",8,9,1,"3","2","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"171","7",7,3,1,"1","3","0","AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,"2019",NA,NA
"172","8",12,17,3,"1","2","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"173","8",1,40,2,"1","4","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"174","8",21,2,3,"3","1","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"175","8",20,24,3,"3","4","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"176","8",19,26,4,"1","5","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"177","8",17,2,3,"2","1","1","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"178","8",17,5,3,"1","3","1","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"179","8",21,7,3,"2","4","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"180","8",5,6,1,"3","5","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"181","8",3,17,1,"2","5","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"182","8",5,37,2,"3","3","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"183","8",4,20,1,"1","1","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"184","8",21,28,4,"2","3","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"185","8",7,28,2,"2","2","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"186","8",15,10,3,"3","2","0","AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,-1.67951,"2019",NA,NA
"187","9",12,7,3,"1","4","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"188","9",5,20,1,"1","5","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"189","9",2,19,1,"1","3","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"190","9",10,19,1,"2","4","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"191","9",13,38,4,"2","5","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"192","9",19,42,4,"2","3","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"193","9",15,40,4,"1","1","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"194","9",3,4,1,"2","2","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"195","9",11,22,1,"1","2","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"196","9",8,1,1,"2","1","0","AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,-2.37356,"2019",NA,NA
"197","11",20,20,3,"2","2","0","AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,2.10156,"2019",NA,NA
"198","11",11,3,1,"1","3","0","AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,2.10156,"2019",NA,NA
"199","11",5,7,1,"1","2","0","AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,2.10156,"2019",NA,NA
"200","11",15,34,4,"3","4","0","AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,2.10156,"2019",NA,NA
"201","11",1,24,2,"3","5","0","AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,2.10156,"2019",NA,NA
