x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.19,2018-10-19 00:00:00,ON,2018,10,19,10.8,,6.8,,14.7,,0,,,,,,,,,M,,M,0,,7.2,,46,,66,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.20,2018-10-20 00:00:00,ON,2018,10,20,8.3,,4.1,,12.6,,0,,,,,,,,,M,,M,0,,9.7,,41,,74,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.21,2018-10-21 00:00:00,ON,2018,10,21,3.9,,1.3,,6.5,,0,,,,,,,,,M,,M,0,,14.1,,41,,64,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.22,2018-10-22 00:00:00,ON,2018,10,22,7.5,,4,,10.9,,0,,,,,,,,,M,,M,0,,10.5,,43,,81,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.23,2018-10-23 00:00:00,ON,2018,10,23,7,,3.7,,10.2,,2.9,,,,,,,,,M,,M,0,,11,,68,,89,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.24,2018-10-24 00:00:00,ON,2018,10,24,4.5,,2.6,,6.3,,0.3,,,,,,,,,M,,M,0,,13.5,,57,,82,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.25,2018-10-25 00:00:00,ON,2018,10,25,5.4,,2.8,,7.9,,0,,,,,,,,,M,,M,0,,12.6,,55,,75,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.26,2018-10-26 00:00:00,ON,2018,10,26,7,,5.2,,8.7,,0,,,,,,,,,M,,M,0,,11,,60,,78,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.27,2018-10-27 00:00:00,ON,2018,10,27,4.2,,1.4,,6.9,,7.2,,,,,,,,,M,,M,0,,13.8,,54,,91,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.28,2018-10-28 00:00:00,ON,2018,10,28,4,,1.8,,6.2,,1.7,,,,,,,,,M,,M,0,,14,,80,,91,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.29,2018-10-29 00:00:00,ON,2018,10,29,5.9,,2.6,,9.1,,0.4,,,,,,,,,M,,M,0,,12.1,,37,,84,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.30,2018-10-30 00:00:00,ON,2018,10,30,5.6,,0.8,,10.3,,0.4,,,,,,,,,M,,M,0,,12.4,,52,,82,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.10.31,2018-10-31 00:00:00,ON,2018,10,31,9.6,,6,,13.3,,10.6,,,,,,,,,M,,M,0,,8.4,,75,,92,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.1,2018-11-01 00:00:00,ON,2018,11,1,7.2,,5.3,,9.1,,33.3,,,,,,,,,M,,M,0,,10.8,,74,,91,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.2,2018-11-02 00:00:00,ON,2018,11,2,5.2,,4.3,,6.1,,4,,,,,,0,,,M,,M,0,,12.8,,82,,91,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.3,2018-11-03 00:00:00,ON,2018,11,3,5.1,,2.8,,7.4,,1.5,,,,,,0,,,M,,M,0,,12.9,,55,,89,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.4,2018-11-04 00:00:00,ON,2018,11,4,4.3,,1,,7.5,,0.2,,,,,,0,,,M,,M,0,,13.7,,53,,89,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.5,2018-11-05 00:00:00,ON,2018,11,5,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.6,2018-11-06 00:00:00,ON,2018,11,6,12.6,,8.9,,16.4,,5.6,,,,,,,,,M,,M,0,,5.4,,51,,92,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.7,2018-11-07 00:00:00,ON,2018,11,7,7.6,,5.2,,10,,0.5,,,,,,,,,M,,M,0,,10.4,,48,,74,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.8,2018-11-08 00:00:00,ON,2018,11,8,4.9,,3.6,,6.3,,0.3,,,,,,,,,M,,M,0,,13.1,,50,,84,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.9,2018-11-09 00:00:00,ON,2018,11,9,3.7,,2.3,,5.2,,12.2,,,,,,0,,,M,,M,0,,14.3,,57,,92,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.10,2018-11-10 00:00:00,ON,2018,11,10,0.9,,-1.8,,3.5,,0,,,,,,0,,,M,,M,0,,17.1,,47,,70,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.11,2018-11-11 00:00:00,ON,2018,11,11,1.8,,-1.1,,4.7,,0,,,,,,0,,,M,,M,0,,16.2,,49,,72,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.12,2018-11-12 00:00:00,ON,2018,11,12,4.2,,2.1,,6.3,,1.3,,,,,,0,,,M,,M,0,,13.8,,43,,87,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.13,2018-11-13 00:00:00,ON,2018,11,13,-0.1,,-2.8,,2.7,,0.2,,,,,,0,,,M,,M,0,,18.1,,56,,89,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.14,2018-11-14 00:00:00,ON,2018,11,14,-1.7,,-4,,0.7,,0,,,,,,,,,M,,M,0,,19.7,,49,,67,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.15,2018-11-15 00:00:00,ON,2018,11,15,-1,,-3.2,,1.3,,11.3,,,,,,,,,M,,M,0,,19,,55,,95,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.16,2018-11-16 00:00:00,ON,2018,11,16,2,,0.6,,3.3,,7,,,,,,5,,,M,,M,0,,16,,74,,95,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.17,2018-11-17 00:00:00,ON,2018,11,17,0.8,,-1.9,,3.4,,0.2,,,,,,2,,,M,,M,0,,17.2,,50,,87,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.18,2018-11-18 00:00:00,ON,2018,11,18,0.4,,-2.6,,3.4,,0,,,,,,1,,,M,,M,0,,17.6,,50,,86,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.19,2018-11-19 00:00:00,ON,2018,11,19,1.6,,-1,,4.3,,0,,,,,,0,,,M,,M,0,,16.4,,47,,78,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.20,2018-11-20 00:00:00,ON,2018,11,20,0.6,,-2.1,,3.2,,0.5,,,,,,0,,,M,,M,0,,17.4,,47,,88,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.21,2018-11-21 00:00:00,ON,2018,11,21,-4.8,,-11.9,,2.2,,0.2,,,,,,,,,M,,M,0,,22.8,,30,,72,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.22,2018-11-22 00:00:00,ON,2018,11,22,-8.7,,-12.3,,-5.1,,0,,,,,,,,,M,,M,0,,26.7,,28,,66,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.23,2018-11-23 00:00:00,ON,2018,11,23,-0.7,,-5.1,,3.8,,0,,,,,,0,,,M,,M,0,,18.7,,30,,72,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.24,2018-11-24 00:00:00,ON,2018,11,24,4.4,,2.1,,6.7,,4.6,,,,,,1,,,M,,M,0,,13.6,,61,,93,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.25,2018-11-25 00:00:00,ON,2018,11,25,6.4,,4.9,,7.8,,0,,,,,,,,,M,,M,0,,11.6,,64,,92,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.26,2018-11-26 00:00:00,ON,2018,11,26,4.5,,2.2,,6.8,,26.9,,,,,,,,,M,,M,0,,13.5,,68,,93,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.27,2018-11-27 00:00:00,ON,2018,11,27,0.9,,-0.9,,2.7,,1.4,,,,,,,,,M,,M,0,,17.1,,63,,89,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.28,2018-11-28 00:00:00,ON,2018,11,28,1.3,,-0.9,,3.5,,0.2,,,,,,1,,,M,,M,0,,16.7,,62,,79,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.29,2018-11-29 00:00:00,ON,2018,11,29,2,,1,,2.9,,0,,,,,,,,,M,,M,0,,16,,67,,85,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.11.30,2018-11-30 00:00:00,ON,2018,11,30,2,,1.1,,2.9,,0.2,,,,,,,,,M,,M,0,,16,,69,,87,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.1,2018-12-01 00:00:00,ON,2018,12,1,2.7,,1.5,,3.9,,3.8,,,,,,0,,,M,,M,0,,15.3,,74,,94,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.2,2018-12-02 00:00:00,ON,2018,12,2,7.4,,3.8,,10.9,,11.7,,,,,,0,,,M,,M,0,,10.6,,80,,94,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.3,2018-12-03 00:00:00,ON,2018,12,3,3.3,,-1,,7.6,,1.6,,,,,,,,,M,,M,0,,14.7,,65,,92,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.4,2018-12-04 00:00:00,ON,2018,12,4,-2,,-3.8,,-0.1,,0,,,,,,,,,M,,M,0,,20,,50,,72,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.5,2018-12-05 00:00:00,ON,2018,12,5,-1.2,,-4.5,,2.1,,0,,,,,,,,,M,,M,0,,19.2,,48,,78,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.6,2018-12-06 00:00:00,ON,2018,12,6,-0.4,,-3.2,,2.5,,0.2,,,,,,,,,M,,M,0,,18.4,,59,,82,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.7,2018-12-07 00:00:00,ON,2018,12,7,-5.1,,-7.7,,-2.4,,0.2,,,,,,2,,,M,,M,0,,23.1,,43,,80,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.8,2018-12-08 00:00:00,ON,2018,12,8,-2,,-4.3,,0.3,,0.8,,,,,,,,,M,,M,0,,20,,47,,88,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.9,2018-12-09 00:00:00,ON,2018,12,9,-1.7,,-4.4,,1,,0,,,,,,1,,,M,,M,0,,19.7,,50,,68,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.10,2018-12-10 00:00:00,ON,2018,12,10,1,,0,,1.9,,0,,,,,,0,,,M,,M,0,,17,,58,,76,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.11,2018-12-11 00:00:00,ON,2018,12,11,-0.5,,-2.2,,1.2,,0,,,,,,,,,M,,M,0,,18.5,,69,,82,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.12,2018-12-12 00:00:00,ON,2018,12,12,0.8,,-0.4,,1.9,,0.3,,,,,,,,,M,,M,0,,17.2,,68,,92,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.13,2018-12-13 00:00:00,ON,2018,12,13,1.8,,0.1,,3.6,,1.8,,,,,,1,,,M,,M,0,,16.2,,86,,93,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.14,2018-12-14 00:00:00,ON,2018,12,14,4.3,,2.4,,6.1,,3.2,,,,,,0,,,M,,M,0,,13.7,,82,,89,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.15,2018-12-15 00:00:00,ON,2018,12,15,3.2,,1.8,,4.7,,0,,,,,,0,,,M,,M,0,,14.8,,69,,89,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.16,2018-12-16 00:00:00,ON,2018,12,16,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.17,2018-12-17 00:00:00,ON,2018,12,17,,M,,M,,M,,M,,,,,0,,,M,,M,,M,,M,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.18,2018-12-18 00:00:00,ON,2018,12,18,-2.6,,-5,,-0.2,,0,,,,,,0,,,M,,M,0,,20.6,,52,,71,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.19,2018-12-19 00:00:00,ON,2018,12,19,2.1,,-1,,5.2,,0,,,,,,,,,M,,M,0,,15.9,,66,,82,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.20,2018-12-20 00:00:00,ON,2018,12,20,3.7,,1.6,,5.8,,3.8,,,,,,,,,M,,M,0,,14.3,,63,,86,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.21,2018-12-21 00:00:00,ON,2018,12,21,3,,-0.1,,6.2,,12.6,,,,,,1,,,M,,M,0,,15,,73,,93,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.22,2018-12-22 00:00:00,ON,2018,12,22,-0.3,,-1.4,,0.7,,0,,,,,,,,,M,,M,0,,18.3,,63,,75,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.23,2018-12-23 00:00:00,ON,2018,12,23,0.4,,-0.9,,1.8,,0.2,,,,,,,,,M,,M,0,,17.6,,62,,91,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.24,2018-12-24 00:00:00,ON,2018,12,24,0.7,,-1,,2.4,,0.4,,,,,,0,,,M,,M,0,,17.3,,66,,87,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.25,2018-12-25 00:00:00,ON,2018,12,25,-0.1,,-1.5,,1.3,,0.2,,,,,,,,,M,,M,0,,18.1,,56,,81,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.26,2018-12-26 00:00:00,ON,2018,12,26,-0.6,,-4.2,,3.1,,0,,,,,,,,,M,,M,0,,18.6,,50,,75,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.27,2018-12-27 00:00:00,ON,2018,12,27,-1.1,,-5.9,,3.8,,4.6,,,,,,,,,M,,M,0,,19.1,,57,,91,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.28,2018-12-28 00:00:00,ON,2018,12,28,7.5,,3.7,,11.3,,1.8,,,,,,1,,,M,,M,0,,10.5,,68,,92,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.29,2018-12-29 00:00:00,ON,2018,12,29,-0.8,,-5.7,,4.2,,0,,,,,,0,,,M,,M,0,,18.8,,55,,73,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.30,2018-12-30 00:00:00,ON,2018,12,30,-1.7,,-4.9,,1.5,,1.3,,,,,,2,,,M,,M,0,,19.7,,64,,88,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.12.31,2018-12-31 00:00:00,ON,2018,12,31,2.7,,-0.9,,6.3,,13.6,,,,,,2,,,M,,M,0,,15.3,,66,,94,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.1,2014-01-01 00:00:00,ON,2014,1,1,-10,,-12,,-8,,0.8,,0,,1.2,,6,,,,,,0,,28,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.2,2014-01-02 00:00:00,ON,2014,1,2,-16.8,,-17,,-16.5,,2.4,,0,,5,,7,,,,,,0,,34.8,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.3,2014-01-03 00:00:00,ON,2014,1,3,-13.5,,-21.5,,-5.5,,0,,0,,0,,0,,,,,,0,,31.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.4,2014-01-04 00:00:00,ON,2014,1,4,-9.5,,-19,,0,,1,,0,,1,,11,,,,,,0,,27.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.5,2014-01-05 00:00:00,ON,2014,1,5,-2.5,,-5.5,,0.5,,40,,15,,6,,12,,,,,,0,,20.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.6,2014-01-06 00:00:00,ON,2014,1,6,-5.1,,-6.2,,-4,,1,,0,,3.2,,16,,,,,,0,,23.1,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.7,2014-01-07 00:00:00,ON,2014,1,7,-19.2,,-24.4,,-14,,0,T,0,,0,T,16,,,,,,0,,37.2,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.8,2014-01-08 00:00:00,ON,2014,1,8,-15.2,,-22.5,,-7.8,,0,,0,,0,,16,,,,,,0,,33.2,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.9,2014-01-09 00:00:00,ON,2014,1,9,-9.6,,-15.2,,-4,,2.5,,0,,2.5,,14,,,,,,0,,27.6,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.10,2014-01-10 00:00:00,ON,2014,1,10,-3.8,,-12,,4.5,,16,,16,,,M,16,,,,,,0,,21.8,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.11,2014-01-11 00:00:00,ON,2014,1,11,1.4,,-4.2,,7,,1.2,,1.2,,0,,,M,,,,,0,,16.6,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.12,2014-01-12 00:00:00,ON,2014,1,12,1.7,,0.5,,2.8,,0,,0,,0,,,M,,,,,0,,16.3,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.13,2014-01-13 00:00:00,ON,2014,1,13,3.9,,0.2,,7.5,,0.5,,0.5,,0,,10,,,,,,0,,14.1,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.14,2014-01-14 00:00:00,ON,2014,1,14,2.8,,0.5,,5,,0,,0,,0,,6,,,,,,0,,15.2,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.15,2014-01-15 00:00:00,ON,2014,1,15,-0.5,,-1,,0,,0,,0,,0,,3,,,,,,0,,18.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.16,2014-01-16 00:00:00,ON,2014,1,16,-2.5,,-5,,0,,4.2,,0,,2.5,,2,,,,,,0,,20.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.17,2014-01-17 00:00:00,ON,2014,1,17,-0.5,,-4,,3,,1.5,,0,,1.5,,5,,,,,,0,,18.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.18,2014-01-18 00:00:00,ON,2014,1,18,-4.3,,-5.5,,-3,,0,T,0,,0,T,7,,,,,,0,,22.3,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.19,2014-01-19 00:00:00,ON,2014,1,19,-6,,-9.5,,-2.5,,2,,0,,2,,7,,,,,,0,,24,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.20,2014-01-20 00:00:00,ON,2014,1,20,-8,,-9,,-7,,0,,0,,0,,4,,,,,,0,,26,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.21,2014-01-21 00:00:00,ON,2014,1,21,-17.5,,-20,,-15,,0,,0,,0,,4,,,,,,0,,35.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.22,2014-01-22 00:00:00,ON,2014,1,22,-17.3,,-22,,-12.5,,0,T,0,,0.5,,3,,,,,,0,,35.3,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.23,2014-01-23 00:00:00,ON,2014,1,23,-15,,-19,,-11,,0,,0,,0,,3,,,,,,0,,33,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.24,2014-01-24 00:00:00,ON,2014,1,24,-13,,-20,,-6,,7.2,,0,,7.5,,2,,,,,,0,,31,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.25,2014-01-25 00:00:00,ON,2014,1,25,-8.1,,-13,,-3.2,,1,,0,,1,,8,,,,,,0,,26.1,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.26,2014-01-26 00:00:00,ON,2014,1,26,-10.9,,-17.2,,-4.5,,4.5,,0,,5,,8,,,,,,0,,28.9,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.27,2014-01-27 00:00:00,ON,2014,1,27,-11.5,,-14,,-9,,0,,0,,0,,12,,,,,,0,,29.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.28,2014-01-28 00:00:00,ON,2014,1,28,-16.1,,-20.8,,-11.3,,0,,0,,0,,11,,,,,,0,,34.1,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.29,2014-01-29 00:00:00,ON,2014,1,29,-14,,-18.2,,-9.7,,0,,0,,0,,10,,,,,,0,,32,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.30,2014-01-30 00:00:00,ON,2014,1,30,-7.5,,-15,,0,,0,T,0,,0,T,10,,,,,,0,,25.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.1.31,2014-01-31 00:00:00,ON,2014,1,31,-4,,-10,,2,,0,T,0,,0,T,5,,,,,,0,,22,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.1,2014-02-01 00:00:00,ON,2014,2,1,-1.5,,-4,,1,,0,,0,,0,,5,,,,,,0,,19.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.2,2014-02-02 00:00:00,ON,2014,2,2,-2,,-3,,-1,,0,,0,,0,,11,,,,,,0,,20,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.3,2014-02-03 00:00:00,ON,2014,2,3,-6.5,,-11,,-2,,0,,0,,0,,11,,,,,,0,,24.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.4,2014-02-04 00:00:00,ON,2014,2,4,-9.6,,-15,,-4.2,,7.8,,0,,8,,10,,,,,,0,,27.6,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.5,2014-02-05 00:00:00,ON,2014,2,5,-6.4,,-7,,-5.8,,8.2,,0,,8,,17,,,,,,0,,24.4,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.6,2014-02-06 00:00:00,ON,2014,2,6,-11.8,,-17,,-6.5,,0,T,0,,0,T,25,,,,,,0,,29.8,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.7,2014-02-07 00:00:00,ON,2014,2,7,-11.4,,-13,,-9.7,,0,,0,,0,,27,,,,,,0,,29.4,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.8,2014-02-08 00:00:00,ON,2014,2,8,-14.1,,-19,,-9.2,,0,,0,,,M,27,,,,,,0,,32.1,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.9,2014-02-09 00:00:00,ON,2014,2,9,-12.5,,-18,,-7,,8,,0,,8,,,M,,,,,0,,30.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.10,2014-02-10 00:00:00,ON,2014,2,10,-9.5,,-14,,-5,,0,,0,,0,,26,,,,,,0,,27.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.11,2014-02-11 00:00:00,ON,2014,2,11,-11,,-14,,-8,,0,,0,,0,,26,,,,,,0,,29,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.12,2014-02-12 00:00:00,ON,2014,2,12,-13,,-21,,-5,,0,,0,,0,,26,,,,,,0,,31,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.13,2014-02-13 00:00:00,ON,2014,2,13,-8.8,,-15,,-2.5,,0,T,0,,0,T,25,,,,,,0,,26.8,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.14,2014-02-14 00:00:00,ON,2014,2,14,-4.9,,-10,,0.2,,0,,0,,0,,20,,,,,,0,,22.9,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.15,2014-02-15 00:00:00,ON,2014,2,15,-6,,-9.5,,-2.5,,1,,0,,1,,19,,,,,,0,,24,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.16,2014-02-16 00:00:00,ON,2014,2,16,-11.5,,-17,,-6,,0,,0,,0,,21,,,,,,0,,29.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.17,2014-02-17 00:00:00,ON,2014,2,17,-11.3,,-21,,-1.5,,8.6,,0,,10,,21,,,,,,0,,29.3,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.18,2014-02-18 00:00:00,ON,2014,2,18,-7.8,,-14.5,,-1,,0,,0,,0,,29,,,,,,0,,25.8,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.19,2014-02-19 00:00:00,ON,2014,2,19,1.5,,-4,,7,,0,,0,,0,,28,,,,,,0,,16.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.20,2014-02-20 00:00:00,ON,2014,2,20,0.1,,-3.5,,3.6,,35,,27,,4.5,,23,,,,,,0,,17.9,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.21,2014-02-21 00:00:00,ON,2014,2,21,2.1,,-0.8,,5,,0,,0,,0,,19,,,,,,0,,15.9,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.22,2014-02-22 00:00:00,ON,2014,2,22,1.3,,-0.5,,3,,0,,0,,0,,13,,,,,,0,,16.7,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.23,2014-02-23 00:00:00,ON,2014,2,23,-2.3,,-5.5,,1,,0,,0,,0,,10,,,,,,0,,20.3,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2014.2.24,2014-02-24 00:00:00,ON,2014,2,24,-6.1,,-8.2,,-4,,0,,0,,0,,10,,,,,,0,,24.1,,,,,
