"","Pop_ID","Population","Row","Column","Block","Family","Replicate","Date","Surveyor","Comment","Date_early","Surveyor_early","Comment_early","Total_Height_early","Scar_length_cm","scar_div_earlyheight","X","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score"
"19","MW001",1,9,5,1,4,3,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,86.4,15.435,0.178645833333333,1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"20","MW001",1,19,27,4,5,1,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,23.7,2.09,0.0881856540084388,1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"21","MW001",1,4,43,2,3,5,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,40.2,4.92,0.122388059701493,1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"22","MW001",1,3,6,1,1,2,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,0,0,NA,1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"23","MW001",1,7,37,2,1,1,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,113.8,10.502,0.0922847100175747,1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"24","MW001",1,16,23,3,5,3,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,33.9,9.503,0.280324483775811,1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"25","MW001",1,4,8,1,2,2,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,91.8,2.55,0.0277777777777778,1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"26","MW002",2,20,34,4,5,2,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,81.2,13.858,0.170665024630542,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"27","MW002",2,19,1,3,2,1,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,150.6,3.09,0.0205179282868526,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"28","MW002",2,16,24,3,3,2,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,33.3,6.723,0.201891891891892,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"29","MW002",2,20,1,3,3,4,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,27.2,4.061,0.149301470588235,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"30","MW002",2,11,9,1,1,2,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,158.6,23.91,0.150756620428752,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"31","MW002",2,21,13,3,4,4,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,0,0,NA,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"32","MW002",2,20,44,4,3,5,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,33.3,7.117,0.213723723723724,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"33","MW002",2,16,41,4,4,1,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,38.7,10.132,0.261808785529716,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"34","MW002",2,3,10,1,5,3,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,17.7,0,0,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"35","MW002",2,2,12,1,1,1,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,78.5,11.544,0.147057324840764,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"36","MW002",2,14,31,4,1,3,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,41,3.75,0.0914634146341463,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"37","MW002",2,3,14,1,2,5,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,143.8,24,0.166898470097357,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"38","MW002",2,5,41,2,1,5,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,61.6,13.05,0.211850649350649,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"39","MW002",2,7,45,2,5,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,26.2,0,0,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"40","MW002",2,2,34,2,4,3,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,124.5,7.47,0.06,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"41","MW002",2,18,46,4,2,4,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,29.2,7.862,0.269246575342466,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"42","MW002",2,19,16,3,5,1,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,10.3,0,0,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"43","MW002",2,4,42,2,2,2,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,112.3,6.6,0.0587711487088157,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"44","MW002",2,11,20,1,4,5,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,98.1,9.79,0.099796126401631,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"45","MW002",2,18,6,3,3,3,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,46.6,8.092,0.173648068669528,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"46","MW002",2,2,28,2,5,5,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,175.8,5.34,0.0303754266211604,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"47","MW002",2,6,3,1,2,3,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,76.5,2.12,0.0277124183006536,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"48","MW002",2,16,28,4,4,2,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,136.9,12.428,0.090781592403214,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"49","MW002",2,21,4,3,1,4,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,49.8,6.377,0.128052208835341,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"50","MW002",2,4,19,1,3,1,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,86.6,1.83,0.0211316397228637,2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"51","MW003",3,20,3,3,3,2,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,15.4,2.184,0.141818181818182,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"52","MW003",3,21,38,4,3,3,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,23.5,1.383,0.0588510638297872,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"53","MW003",3,17,7,3,4,5,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,74.4,7.09,0.0952956989247312,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"54","MW003",3,6,20,1,5,1,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,58.5,2.92,0.0499145299145299,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"55","MW003",3,10,26,2,5,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,33.1,10.134,0.306163141993958,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"56","MW003",3,16,37,4,3,1,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,35.5,1.9,0.0535211267605634,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"57","MW003",3,20,13,3,4,4,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,63.3,20.091,0.31739336492891,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"58","MW003",3,21,12,3,1,2,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,0,0,NA,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"59","MW003",3,9,9,1,2,2,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,57.3,3.996,0.069738219895288,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"60","MW003",3,15,44,4,2,1,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,20.2,1.319,0.0652970297029703,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"61","MW003",3,7,1,1,2,5,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,135.1,17.228,0.127520355292376,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"62","MW003",3,18,41,4,5,5,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,4.4,0,0,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"63","MW003",3,5,11,1,2,4,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,58.5,1.165,0.0199145299145299,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"64","MW003",3,18,45,4,1,1,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,17.8,0,0,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"65","MW003",3,15,42,4,3,4,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,14,0,0,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"66","MW003",3,1,22,1,3,5,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,67.8,0.72,0.0106194690265487,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"67","MW003",3,20,40,4,5,3,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,10,0,0,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"68","MW003",3,11,2,1,4,1,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,298.1,3.86,0.0129486749412949,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"69","MW003",3,16,43,4,2,3,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,36.6,1.01,0.0275956284153005,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"70","MW003",3,21,43,4,4,2,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,84,0,0,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"71","MW003",3,18,10,3,5,2,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,21.4,0.763,0.0356542056074766,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"72","MW003",3,5,23,2,4,3,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,47.1,5.181,0.11,3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"73","MW004",4,4,30,2,1,4,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,132.9,8.03,0.0604213694507148,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"74","MW004",4,6,42,2,3,4,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,0,0,NA,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"75","MW004",4,9,2,1,3,1,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,86.6,15.629,0.180473441108545,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"76","MW004",4,11,30,4,4,1,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,48.9,7.71,0.157668711656442,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"77","MW004",4,11,37,4,2,1,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,0,0,NA,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"78","MW004",4,8,24,2,2,2,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,52.5,1.64,0.0312380952380952,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"79","MW004",4,19,4,3,2,5,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,40.4,2.89,0.0715346534653465,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"80","MW004",4,2,35,2,1,2,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,249.5,10.34,0.0414428857715431,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"81","MW004",4,21,31,4,5,3,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,0,0,NA,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"82","MW004",4,15,33,4,5,1,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,35.9,11.439,0.318635097493036,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"83","MW004",4,3,29,2,4,4,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,214.8,12.815,0.0596601489757914,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"84","MW004",4,15,1,3,5,4,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,51.6,13.082,0.253527131782946,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"85","MW004",4,16,18,3,5,5,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,0,0,NA,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"86","MW004",4,14,6,3,1,5,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,104.3,13.86,0.132885906040268,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"87","MW004",4,16,20,3,2,3,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,92.6,2.058,0.0222246220302376,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"88","MW004",4,5,8,1,5,2,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,43.2,8.004,0.185277777777778,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"89","MW004",4,8,32,2,3,3,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,39.2,6.334,0.161581632653061,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"90","MW004",4,1,42,2,1,3,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,69,8.017,0.116188405797101,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"91","MW004",4,4,33,2,3,2,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,81.9,8.8,0.107448107448107,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"92","MW004",4,18,9,3,4,3,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,72.1,8.547,0.118543689320388,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"93","MW004",4,3,9,1,3,5,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,0,0,NA,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"94","MW004",4,7,12,1,4,2,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,34,1.331,0.0391470588235294,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"95","MW004",4,11,21,1,2,4,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,30.5,1.14,0.0373770491803279,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"96","MW004",4,4,16,1,1,1,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,266.5,5.77,0.0216510318949343,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"97","MW004",4,3,24,2,4,5,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,90.9,1.902,0.0209240924092409,4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"98","MW005",5,14,34,4,4,3,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,47.9,0.99,0.0206680584551148,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"99","MW005",5,7,18,1,3,2,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,57.2,1.742,0.0304545454545455,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"100","MW005",5,10,42,4,4,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,94.8,4.446,0.0468987341772152,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"101","MW005",5,13,39,4,1,3,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,20.2,0,0,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"102","MW005",5,17,44,4,4,2,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,0,0,NA,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"103","MW005",5,18,32,4,3,3,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,58.2,10.26,0.176288659793814,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"104","MW005",5,20,28,4,2,5,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,13.2,4.657,0.35280303030303,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"105","MW005",5,20,19,3,3,1,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,26.8,2.984,0.11134328358209,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"106","MW005",5,17,35,4,3,4,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,0,0,NA,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"107","MW005",5,7,32,2,1,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,32.4,3.368,0.103950617283951,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"108","MW005",5,10,34,2,5,2,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,107,8.389,0.0784018691588785,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"109","MW005",5,17,29,4,5,1,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,55,11.49,0.208909090909091,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"110","MW005",5,14,45,4,1,5,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,21.5,0.99,0.046046511627907,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"111","MW005",5,6,27,2,5,3,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,140.5,21,0.149466192170818,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"112","MW005",5,7,8,1,5,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,39.2,11.693,0.298290816326531,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"113","MW005",5,16,12,3,2,1,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,77.9,5.745,0.0737483953786906,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"114","MW005",5,1,29,2,2,2,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,129.1,4.77,0.0369481022463207,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"115","MW005",5,10,24,2,3,5,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,10.4,0,0,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"116","MW005",5,7,17,1,2,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,28.8,8.318,0.288819444444444,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"117","MW005",5,16,17,3,4,5,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,0,0,NA,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"118","MW005",5,9,14,1,5,5,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,0,0,NA,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"119","MW005",5,15,37,4,1,1,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,291.7,22.519,0.0771991772368872,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"120","MW005",5,18,1,3,1,2,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,23.5,9.158,0.389702127659574,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"121","MW005",5,8,39,2,4,1,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,34,1.382,0.0406470588235294,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
