"","Pop_ID","Population","Row","Column","Block","Family","Replicate","Surveyor","Date","Monarch_Quantity_Observed","Liriomyza_asclepiadis","Labidomera_clivicollis","Comment","Sample","X","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score"
"35","MW001",1,4,11,1,4,1,"Hayden","7/16/21",1,2,0,NA,"Early",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"36","MW001",1,4,7,1,2,1,"Samer","8/19/21",0,1,0,NA,"Late",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"37","MW001",1,6,38,2,4,5,"Samer","8/19/21",0,4,0,NA,"Late",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"38","MW001",1,12,2,3,3,2,"Hayden","8/18/21",1,1,0,NA,"Late",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"39","MW001",1,3,45,2,1,5,"Samer","7/16/21",0,0,0,NA,"Early",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"40","MW001",1,7,37,2,1,1,"Hayden","8/19/21",0,8,0,NA,"Late",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"41","MW001",1,13,27,4,2,3,"Hayden","7/13/21",0,0,0,NA,"Early",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"42","MW001",1,3,6,1,1,2,"Samer","8/20/21",0,0,0,NA,"Late",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"43","MW001",1,19,31,4,4,2,"Hayden","8/17/21",0,0,0,NA,"Late",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"44","MW001",1,3,6,1,1,2,"Samer","7/16/21",4,0,0,NA,"Early",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"45","MW001",1,13,43,4,3,1,"Hayden","8/18/21",0,0,0,NA,"Late",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"46","MW001",1,4,8,1,2,2,"Samer","8/19/21",0,1,0,NA,"Late",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"47","MW001",1,4,43,2,3,5,"Hayden","7/16/21",2,1,0,NA,"Early",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"48","MW001",1,9,5,1,4,3,"Samer","8/19/21",0,12,0,NA,"Late",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"49","MW001",1,7,37,2,1,1,"Hayden","7/16/21",2,4,0,NA,"Early",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"50","MW001",1,11,18,1,2,4,"Hayden","7/14/21",0,0,0,NA,"Early",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"51","MW002",2,3,14,1,2,5,"Samer","8/20/21",0,7,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"52","MW002",2,18,6,3,3,3,"Hayden","8/17/21",0,4,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"53","MW002",2,20,44,4,3,5,"Hayden","8/17/21",0,6,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"54","MW002",2,20,34,4,5,2,"Hayden","8/17/21",0,4,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"55","MW002",2,20,1,3,3,4,"Hayden","8/17/21",0,0,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"56","MW002",2,5,41,2,1,5,"Samer","8/19/21",0,1,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"57","MW002",2,18,6,3,3,3,"Samer","7/12/21",1,0,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"58","MW002",2,3,10,1,5,3,"Samer","8/20/21",0,0,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"59","MW002",2,18,46,4,2,4,"Hayden","8/17/21",0,7,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"60","MW002",2,16,28,4,4,2,"Samer","7/12/21",2,0,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"61","MW002",2,14,31,4,1,3,"Hayden","8/18/21",0,5,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"62","MW002",2,2,34,2,4,3,"Hayden","7/16/21",0,2,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"63","MW002",2,18,46,4,2,4,"Samer","7/12/21",3,0,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"64","MW002",2,11,20,1,4,5,"Hayden","8/19/21",0,6,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"65","MW002",2,4,42,2,2,2,"Samer","8/19/21",0,4,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"66","MW002",2,11,9,1,1,2,"Hayden","8/19/21",0,11,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"67","MW002",2,2,34,2,4,3,"Samer","8/20/21",0,5,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"68","MW002",2,16,41,4,4,1,"Hayden","8/17/21",1,0,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"69","MW002",2,20,44,4,3,5,"Samer","7/12/21",4,1,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"70","MW002",2,14,31,4,1,3,"Hayden","7/13/21",2,4,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"71","MW002",2,4,19,1,3,1,"Hayden","7/16/21",0,6,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"72","MW002",2,2,12,1,1,1,"Samer","8/20/21",0,4,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"73","MW002",2,16,41,4,4,1,"Samer","7/12/21",0,0,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"74","MW002",2,16,24,3,3,2,"Samer","7/12/21",0,1,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"75","MW002",2,7,45,2,5,4,"Hayden","8/19/21",0,4,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"76","MW002",2,19,1,3,2,1,"Hayden","8/17/21",0,10,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"77","MW002",2,2,12,1,1,1,"Hayden","7/16/21",1,2,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"78","MW002",2,16,28,4,4,2,"Hayden","8/17/21",0,8,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"79","MW002",2,5,41,2,1,5,"Samer","7/16/21",0,3,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"80","MW002",2,21,13,3,4,4,"Hayden","8/16/21",0,0,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"81","MW002",2,3,10,1,5,3,"Samer","7/16/21",0,0,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"82","MW002",2,21,13,3,4,4,"Hayden","7/12/21",0,0,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"83","MW002",2,4,19,1,3,1,"Samer","8/19/21",0,0,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"84","MW002",2,4,42,2,2,2,"Hayden","7/16/21",2,5,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"85","MW002",2,20,34,4,5,2,"Samer","7/12/21",0,0,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"86","MW002",2,3,14,1,2,5,"Samer","7/16/21",0,3,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"87","MW002",2,7,45,2,5,4,"Hayden","7/16/21",0,2,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"88","MW002",2,11,9,1,1,2,"Hayden","7/14/21",1,3,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"89","MW002",2,16,24,3,3,2,"Hayden","8/17/21",0,2,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"90","MW002",2,19,16,3,5,1,"Hayden","8/17/21",0,0,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"91","MW002",2,2,28,2,5,5,"Hayden","7/16/21",0,3,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"92","MW002",2,21,4,3,1,4,"Hayden","8/16/21",0,0,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"93","MW002",2,19,16,3,5,1,"Hayden","7/12/21",1,10,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"94","MW002",2,20,1,3,3,4,"Samer","7/12/21",0,0,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"95","MW002",2,2,28,2,5,5,"Samer","8/20/21",0,5,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"96","MW002",2,6,3,1,2,3,"Hayden","7/16/21",3,18,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"97","MW002",2,21,4,3,1,4,"Hayden","7/12/21",0,1,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"98","MW002",2,6,3,1,2,3,"Samer","8/19/21",0,6,0,NA,"Late",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"99","MW002",2,19,1,3,2,1,"Hayden","7/12/21",1,0,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"100","MW002",2,11,20,1,4,5,"Hayden","7/14/21",1,3,0,NA,"Early",2,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652
"101","MW003",3,21,38,4,3,3,"Hayden","7/12/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"102","MW003",3,18,41,4,5,5,"Samer","7/12/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"103","MW003",3,6,20,1,5,1,"Hayden","7/16/21",0,2,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"104","MW003",3,16,43,4,2,3,"Samer","7/12/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"105","MW003",3,5,23,2,4,3,"Samer","8/19/21",0,2,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"106","MW003",3,7,1,1,2,5,"Hayden","8/19/21",0,1,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"107","MW003",3,20,3,3,3,2,"Samer","7/12/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"108","MW003",3,10,26,2,5,4,"Hayden","7/14/21",2,3,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"109","MW003",3,5,11,1,2,4,"Samer","7/16/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"110","MW003",3,16,43,4,2,3,"Hayden","8/17/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"111","MW003",3,20,3,3,3,2,"Hayden","8/17/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"112","MW003",3,1,22,1,3,5,"Samer","7/16/21",0,3,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"113","MW003",3,21,38,4,3,3,"Hayden","8/16/21",1,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"114","MW003",3,1,22,1,3,5,"Samer","8/20/21",0,2,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"115","MW003",3,21,43,4,4,2,"Hayden","8/16/21",0,4,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"116","MW003",3,20,13,3,4,4,"Samer","7/12/21",3,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"117","MW003",3,21,12,3,1,2,"Hayden","7/12/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"118","MW003",3,6,20,1,5,1,"Samer","8/19/21",0,4,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"119","MW003",3,15,42,4,3,4,"Hayden","8/18/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"120","MW003",3,18,45,4,1,1,"Hayden","8/17/21",0,3,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"121","MW003",3,20,13,3,4,4,"Hayden","8/17/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"122","MW003",3,5,23,2,4,3,"Samer","7/16/21",1,3,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"123","MW003",3,18,10,3,5,2,"Hayden","8/17/21",1,2,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"124","MW003",3,17,7,3,4,5,"Samer","7/12/21",2,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"125","MW003",3,9,9,1,2,2,"Hayden","7/15/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"126","MW003",3,21,12,3,1,2,"Hayden","8/16/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"127","MW003",3,15,44,4,2,1,"Hayden","8/18/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"128","MW003",3,18,45,4,1,1,"Samer","7/12/21",1,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"129","MW003",3,11,2,1,4,1,"Hayden","8/19/21",0,7,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"130","MW003",3,15,44,4,2,1,"Samer","7/12/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"131","MW003",3,21,43,4,4,2,"Hayden","7/12/21",3,7,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"132","MW003",3,20,40,4,5,3,"Samer","7/12/21",1,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"133","MW003",3,11,2,1,4,1,"Hayden","7/14/21",3,2,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"134","MW003",3,5,11,1,2,4,"Samer","8/19/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"135","MW003",3,16,37,4,3,1,"Hayden","8/17/21",0,2,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"136","MW003",3,20,40,4,5,3,"Hayden","8/17/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"137","MW003",3,18,10,3,5,2,"Samer","7/12/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"138","MW003",3,15,42,4,3,4,"Samer","7/12/21",0,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"139","MW003",3,16,37,4,3,1,"Samer","7/12/21",1,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"140","MW003",3,10,26,2,5,4,"Hayden","8/19/21",0,16,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"141","MW003",3,17,7,3,4,5,"Hayden","8/17/21",0,5,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"142","MW003",3,9,9,1,2,2,"Samer","8/19/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"143","MW003",3,18,41,4,5,5,"Hayden","8/17/21",0,0,0,NA,"Late",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"144","MW003",3,7,1,1,2,5,"Hayden","7/16/21",1,0,0,NA,"Early",3,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855
"145","MW004",4,1,42,2,1,3,"Samer","8/20/21",0,2,0,NA,"Late",4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"146","MW004",4,15,33,4,5,1,"Samer","7/12/21",0,0,0,NA,"Early",4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"147","MW004",4,19,4,3,2,5,"Hayden","8/17/21",0,0,0,NA,"Late",4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"148","MW004",4,3,9,1,3,5,"Samer","8/20/21",0,0,0,NA,"Late",4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"149","MW004",4,11,37,4,2,1,"Hayden","7/14/21",0,0,0,NA,"Early",4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
"150","MW004",4,7,12,1,4,2,"Hayden","8/19/21",0,2,0,NA,"Late",4,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644
