"","Population","Row","Column","Block","Family","Replicate","Deer_damage_DC3","Exposed_rhizome_DC1","Monarch_damage_DC3","Ramets_veryearly","Ramets_early","Ramets_late","Total_Height_late","date_diff","rel_growth_rate","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_score","Total_Height_veryearly","Total_Height_early","Year","Urb_Rur","Pop_ID"
"18","1",13,31,4,"2","5",0,0,1,6,3,0,0,89,-0.0339927156262376,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,0.56,1.17,"2019",NA,NA
"19","1",10,5,1,"5","2",0,0,1,2,2,2,27.5,88,-0.0065640260617966,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,0.49,1.78,"2019",NA,NA
"20","1",6,26,2,"1","3",0,0,1,1,1,1,14.2,88,-0.00849949337562432,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,0.3,0.69,"2019",NA,NA
"21","1",4,11,1,"4","1",0,0,1,0,1,1,1,88,-0.0113636363636364,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,0,0.16,"2019",NA,NA
"22","1",19,31,4,"4","2",0,0,1,1,1,1,16.3,90,0.00542866683131857,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,0.1,0.51,"2019",NA,NA
"23","1",3,45,2,"1","5",0,0,1,4,5,0,0,89,-0.0405075301796415,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,1,2.81,"2019",NA,NA
"24","1",15,16,3,"5","5",0,0,0,0,0,3,4.6,89,0.00591074498309044,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,0,0,"2019",NA,NA
"25","1",19,27,4,"5","1",0,0,1,1,1,1,16.5,90,-0.00369037594469572,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,-1.17377,0.23,1.46,"2019",NA,NA
"26","2",20,34,4,"5","2",1,0,1,2,2,3,16.1,90,-0.00443593953730587,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.24,0.97,"2019",NA,NA
"27","2",2,34,2,"4","3",0,1,1,1,1,1,14.4,89,-0.00706301864519522,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.27,0.62,"2019",NA,NA
"28","2",4,19,1,"3","1",0,0,1,1,1,2,14.2,88,0.00518201576444313,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.09,0.19,"2019",NA,NA
"29","2",18,46,4,"2","4",0,0,1,8,2,1,6.2,89,-0.016939946271058,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.28,0.92,"2019",NA,NA
"30","2",16,41,4,"4","1",0,0,1,3,3,1,9.4,89,-0.0204464418120276,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.58,1.63,"2019",NA,NA
"31","2",7,45,2,"5","4",0,0,1,0,0,1,3.2,89,0.00183315516635596,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0,0,"2019",NA,NA
"32","2",16,24,3,"3","2",0,1,1,4,3,2,13.9,89,-0.00901234117245506,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.31,1.13,"2019",NA,NA
"33","2",21,4,3,"1","4",0,0,0,0,0,1,2.4,88,-0.00141512798461477,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0,0,"2019",NA,NA
"34","2",16,28,4,"4","2",0,0,1,0,0,2,17.9,89,0.0211775360994012,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0,0,"2019",NA,NA
"35","2",14,31,4,"1","3",0,0,1,1,1,3,25.7,89,-0.000963073239034041,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.28,1.1,"2019",NA,NA
"36","2",5,41,2,"1","5",0,0,0,0,0,1,5,89,0.00684761699364158,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0,0,"2019",NA,NA
"37","2",20,44,4,"3","5",1,0,1,7,3,1,25.8,90,-0.0166061959603964,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,1.15,2.59,"2019",NA,NA
"38","2",19,1,3,"2","1",0,0,0,3,3,3,61.5,88,-0.000973357324755604,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.67,3.74,"2019",NA,NA
"39","2",20,1,3,"3","4",0,1,1,7,3,3,29.5,88,-0.00897723871079389,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.65,1.89,"2019",NA,NA
"40","2",2,28,2,"5","5",0,0,0,0,0,2,14.4,89,0.0187329011975501,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0,0,"2019",NA,NA
"41","2",3,14,1,"2","5",0,0,1,1,1,1,13.5,88,-0.00787667250636302,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.27,0.8,"2019",NA,NA
"42","2",3,10,1,"5","3",0,0,1,0,0,2,9.9,88,0.0146878949675062,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0,0,"2019",NA,NA
"43","2",18,6,3,"3","3",0,0,0,11,5,2,16.6,89,-0.00587417769452479,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.28,0.27,"2019",NA,NA
"44","2",4,42,2,"2","2",0,0,1,1,1,2,23.2,89,-0.00906844314504678,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.52,1.33,"2019",NA,NA
"45","2",11,9,1,"1","2",0,1,1,9,3,1,8.6,88,-0.00378573234691521,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.12,0.12,"2019",NA,NA
"46","2",11,20,1,"4","5",0,0,1,2,2,3,29.3,88,0.0101441007526707,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.12,0.42,"2019",NA,NA
"47","2",6,3,1,"2","3",0,1,1,3,3,2,21.5,88,-0.0102527156638466,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.53,1.38,"2019",NA,NA
"48","2",2,12,1,"1","1",0,1,1,4,6,3,18,88,-0.0111457869660423,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,0.0619652,0.48,1.68,"2019",NA,NA
"49","3",6,20,1,"5","1",0,1,1,8,2,4,44.7,88,0.00491679172310283,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.29,0.45,"2019",NA,NA
"50","3",9,9,1,"2","2",0,0,1,0,0,1,5.6,88,0.00821325679251254,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0,0,"2019",NA,NA
"51","3",10,26,2,"5","4",0,0,1,1,1,0,0,89,-0.0273481708369118,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.31,0.87,"2019",NA,NA
"52","3",18,45,4,"1","1",0,1,1,3,3,0,0,89,-0.0229721622216115,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.21,0.78,"2019",NA,NA
"53","3",5,11,1,"2","4",0,0,1,0,0,1,4.4,87,0.00553568437843926,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0,0,"2019",NA,NA
"54","3",5,23,2,"4","3",0,1,1,3,1,2,6,89,0.0020485568179096,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.05,0.03,"2019",NA,NA
"55","3",17,7,3,"4","5",1,0,1,3,2,2,32.9,89,0.00308535767306883,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.25,0.53,"2019",NA,NA
"56","3",21,38,4,"3","3",0,0,1,1,1,2,4.6,90,0.00474937794252155,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.03,0.43,"2019",NA,NA
"57","3",16,43,4,"2","3",0,0,1,2,2,0,0,89,-0.0262045450581484,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.28,0.98,"2019",NA,NA
"58","3",21,43,4,"4","2",0,1,1,9,7,6,48.2,90,-0.00854479864538686,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,1.04,3.22,"2019",NA,NA
"59","3",1,22,1,"3","5",0,1,1,4,4,1,1,88,-0.052101903166711,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.98,1.33,"2019",NA,NA
"60","3",11,2,1,"4","1",0,0,1,2,3,2,15.8,88,-0.00148138429390049,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.18,1.06,"2019",NA,NA
"61","3",18,10,3,"5","2",0,0,1,0,5,1,14,89,0.0184163744900591,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0,0.41,"2019",NA,NA
"62","3",20,40,4,"5","3",0,0,1,3,4,0,0,90,-0.0336150187859461,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.56,1.46,"2019",NA,NA
"63","3",15,44,4,"2","1",0,0,1,0,0,1,4.3,89,0.00515297778314064,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0,0,"2019",NA,NA
"64","3",16,37,4,"3","1",0,0,1,2,3,3,10,89,0,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.1,0.25,"2019",NA,NA
"65","3",7,1,1,"2","5",0,0,1,2,2,3,13,88,-0.00304845439312136,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.17,1.12,"2019",NA,NA
"66","3",15,42,4,"3","4",0,0,1,1,1,0,0,89,-0.0234948590264979,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.22,0.61,"2019",NA,NA
"67","3",18,41,4,"5","5",0,0,1,1,1,0,0,89,-0.0205979027422047,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.17,0.83,"2019",NA,NA
"68","3",20,13,3,"4","4",0,1,1,11,3,6,44.4,88,-0.00342164878163547,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,-0.5488855,0.6,1.88,"2019",NA,NA
"69","4",11,30,4,"4","1",0,0,1,1,1,1,19.5,90,-0.000823421912819135,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.21,0.92,"2019",NA,NA
"70","4",9,2,1,"3","1",0,0,1,1,1,1,15.9,88,-0.00369003800150148,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.22,0.81,"2019",NA,NA
"71","4",3,29,2,"4","4",0,0,1,0,1,2,9,89,0.0134519615431036,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0,0.18,"2019",NA,NA
"72","4",16,20,3,"2","3",0,0,0,1,2,1,10,89,-0.00107090089667781,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.11,0.51,"2019",NA,NA
"73","4",4,16,1,"1","1",0,0,1,3,3,2,15.7,88,-0.0204570020368895,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.95,1.88,"2019",NA,NA
"74","4",18,9,3,"4","3",0,0,0,0,0,2,15.3,89,0.0194140767235774,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0,0,"2019",NA,NA
"75","4",4,33,2,"3","2",0,0,1,1,1,1,9.9,89,-0.00466871285350186,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.15,0.59,"2019",NA,NA
"76","4",14,6,3,"1","5",0,1,1,1,1,1,10.7,89,-0.00702796103467562,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.2,0.6,"2019",NA,NA
"77","4",4,30,2,"1","4",0,0,1,2,1,3,14.5,89,0.00668210233423251,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.08,0.25,"2019",NA,NA
"78","4",1,42,2,"1","3",0,0,1,0,0,1,3,89,0.00110800324346191,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0,0,"2019",NA,NA
"79","4",8,32,2,"3","3",0,0,1,1,1,1,4.5,89,-0.0192673980684486,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.25,0.81,"2019",NA,NA
"80","4",15,1,3,"5","4",0,0,0,2,2,3,28.2,89,-0.00573961375017967,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.47,1.39,"2019",NA,NA
"81","4",2,35,2,"1","2",0,1,1,2,2,1,1.1,89,-0.0277487548051372,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.13,0.56,"2019",NA,NA
"82","4",7,12,1,"4","2",0,0,1,1,1,0,0,88,-0.0287086423251837,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.34,1.31,"2019",NA,NA
"83","4",3,9,1,"3","5",0,0,1,1,1,0,0,88,-0.0214814972488201,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.18,0.75,"2019",NA,NA
"84","4",15,33,4,"5","1",0,0,0,3,3,0,0,89,-0.03379026050823,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.55,1.33,"2019",NA,NA
"85","4",11,37,4,"2","1",0,0,1,0,0,0,0,90,NA,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0,NA,"2019",NA,NA
"86","4",19,4,3,"2","5",0,0,0,0,0,1,3.3,88,0.00220366441445948,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0,0,"2019",NA,NA
"87","4",3,24,2,"4","5",0,1,1,6,3,2,14.9,89,-0.0191613262282342,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.82,2.31,"2019",NA,NA
"88","4",5,8,1,"5","2",0,1,1,2,2,1,14.5,87,-0.0165140829281239,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.61,1.46,"2019",NA,NA
"89","4",8,24,2,"2","2",0,1,0,4,0,1,1.2,89,-0.01981560216024,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,-0.9282644,0.07,0,"2019",NA,NA
"90","5",16,17,3,"4","5",1,0,0,1,1,1,4,89,-0.0237102606780516,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.33,0.74,"2019",NA,NA
"91","5",18,1,3,"1","2",0,0,0,2,0,1,3.3,89,0.00107090089667781,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.03,0,"2019",NA,NA
"92","5",15,37,4,"1","1",0,0,1,3,3,1,12.5,89,-0.0207159461590873,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.79,1.19,"2019",NA,NA
"93","5",6,27,2,"5","3",0,0,1,0,0,1,3.1,88,0.00149320581239887,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0,0,"2019",NA,NA
"94","5",10,24,2,"3","5",0,0,1,2,2,1,9.1,89,-0.0193657440359721,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.51,1.02,"2019",NA,NA
"95","5",10,34,2,"5","2",0,0,1,2,2,1,15.5,89,-0.0136000415129913,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.52,1.02,"2019",NA,NA
"96","5",20,19,3,"3","1",0,0,1,1,1,1,19.2,88,-0.0115384276649817,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.53,0.98,"2019",NA,NA
"97","5",1,29,2,"2","2",0,1,1,5,1,2,7.7,89,-0.00954102729254524,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.18,0.55,"2019",NA,NA
"98","5",17,35,4,"3","4",0,0,1,0,0,3,19.5,89,0.0221394883771877,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0,0,"2019",NA,NA
"99","5",13,39,4,"1","3",0,0,0,0,1,3,32.6,89,0.0279136212176704,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0,0.16,"2019",NA,NA
"100","5",8,39,2,"4","1",0,0,1,2,2,5,45.5,89,-0.0064801890866914,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.81,2.03,"2019",NA,NA
"101","5",17,44,4,"4","2",0,0,0,2,2,0,0,89,-0.0302121286979094,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.4,0.78,"2019",NA,NA
"102","5",14,45,4,"1","5",0,1,1,5,3,0,0,89,-0.0384139394134449,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.83,1.35,"2019",NA,NA
"103","5",7,17,1,"2","4",0,0,1,0,0,0,0,88,NA,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0,NA,"2019",NA,NA
"104","5",18,32,4,"3","3",0,0,1,0,0,2,10.3,89,0.0149679089352313,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0,0,"2019",NA,NA
"105","5",9,44,2,"2","3",0,0,1,1,1,1,7.4,89,-0.00998754783916899,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.18,0.63,"2019",NA,NA
"106","5",14,34,4,"4","3",0,0,1,6,3,2,17.9,89,-0.0201947248795226,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,1.08,1.47,"2019",NA,NA
"107","5",20,28,4,"2","5",0,0,1,2,1,1,12.5,90,-0.00405159015097677,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.18,0.44,"2019",NA,NA
"108","5",17,29,4,"5","1",0,0,0,0,0,2,5.4,89,0.00771234779292392,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0,0,"2019",NA,NA
"109","5",7,18,1,"3","2",0,0,1,0,2,2,8.4,88,0.0128208148391962,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0,0.21,"2019",NA,NA
"110","5",16,12,3,"2","1",1,0,0,0,0,3,17.3,89,0.0207944550730757,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0,0,"2019",NA,NA
"111","5",10,42,4,"4","4",0,0,0,1,2,3,14.9,90,0.012132481116859,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.05,0.37,"2019",NA,NA
"112","5",7,8,1,"5","4",0,0,1,1,1,1,15,88,-0.00994850837902159,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,-2.80108,0.36,1.16,"2019",NA,NA
"113","6",2,38,2,"1","3",0,0,1,2,2,1,7,89,-0.0223136571198765,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.51,1.01,"2019",NA,NA
"114","6",9,37,2,"4","4",0,0,0,1,2,1,16,89,-0.0138735332920527,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.55,1.33,"2019",NA,NA
"115","6",19,23,3,"1","4",0,1,0,11,3,2,14.5,88,-0.00863452903475702,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.31,0.43,"2019",NA,NA
"116","6",21,22,3,"5","1",0,0,0,2,1,1,15.9,88,0.00144615658648781,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.14,0.75,"2019",NA,NA
"117","6",13,35,4,"5","3",0,1,1,6,4,6,30,89,-0.00455578773155241,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.45,1.03,"2019",NA,NA
"118","6",4,12,1,"4","5",0,0,0,6,0,0,0,88,NA,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.23,NA,"2019",NA,NA
"119","6",20,17,3,"1","5",0,0,1,3,3,1,12.5,88,-0.0172423025400715,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.57,1.78,"2019",NA,NA
"120","6",14,27,4,"5","2",0,0,1,4,4,7,48.3,89,-0.00686746976487205,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.89,1.83,"2019",NA,NA
"121","6",21,30,4,"4","1",0,0,1,1,2,1,6.3,90,-0.016169858140076,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.27,1.02,"2019",NA,NA
"122","6",11,40,4,"3","4",0,0,0,0,0,2,2.2,90,-0.00235047377373033,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0,0,"2019",NA,NA
"123","6",2,18,1,"4","2",0,0,1,1,1,1,8.5,88,-0.00645436406370386,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.15,0.43,"2019",NA,NA
"124","6",7,2,1,"2","3",0,1,1,1,1,1,3,88,-0.0253817297898533,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.28,0.78,"2019",NA,NA
"125","6",2,2,1,"2","5",0,0,1,0,0,2,6,88,0.00899726669577335,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0,0,"2019",NA,NA
"126","6",1,46,2,"2","4",0,1,0,6,0,2,14.9,89,0.00698786147496155,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.08,0,"2019",NA,NA
"127","6",4,31,2,"3","1",0,0,0,0,0,1,1.5,89,-0.00668016732462737,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0,0,"2019",NA,NA
"128","6",6,18,1,"2","1",0,0,1,0,0,1,6.6,88,0.0100803369208225,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0,0,"2019",NA,NA
"129","6",18,27,4,"3","2",0,0,0,0,0,1,5.1,89,0.00707011842393573,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0,0,"2019",NA,NA
"130","6",12,27,4,"1","2",0,0,0,3,0,1,6.4,90,0.000717094679306348,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.06,0,"2019",NA,NA
"131","6",5,30,2,"5","4",1,0,0,1,1,1,13.2,89,-0.0173810961286828,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.62,0.86,"2019",NA,NA
"132","6",8,27,2,"3","5",0,1,1,6,2,1,12.3,89,-0.0145737441279994,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.45,0.89,"2019",NA,NA
"133","6",19,17,3,"3","3",0,0,1,1,1,1,11.1,88,-0.00179550283117328,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,-0.431062,0.13,0.35,"2019",NA,NA
"134","7",3,21,1,"3","1",0,1,1,2,2,4,14.7,88,-0.00690897013885953,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,-3.0900825,0.27,0.66,"2019",NA,NA
