"","Population","Row","Column","Block","Family","Replicate","Date","Dead","Monarch_Quantity_Past","Monarch_Quantity_Observed","Monarch_Note","Tetraopes_tetropthalmus","Liriomyza_asclepiadis","Aphis_nerii","Aphis_asclepiadis","Myzocallis_asclepiadis","Euchaetes_egle","Lygaeus_kalmii","Labidomera_clivicollis","Rhyssomatus_lineaticollis","Comment","Sample","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score","Year","Surveyor"
"15",1,3,45,2,1,5,"07/20/2020",0,0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"16",1,3,6,1,1,2,"08/18/2020",0,0,0,"",0,1,0,0,0,0,0,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"17",1,20,11,3,5,4,"08/13/2020",0,0,0,"",0,2,0,0,2,0,0,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"18",1,20,15,3,3,3,"08/13/2020",0,0,0,"",0,11,0,0,10,0,0,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"19",1,20,11,3,5,4,"07/14/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"20",1,19,27,4,5,1,"07/14/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"21",1,9,46,2,1,4,"07/18/2020",0,0,0,"",0,2,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"22",1,6,35,2,3,4,"08/18/2020",0,0,0,"",0,23,0,0,7,0,3,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"23",1,12,2,3,3,2,"07/16/2020",0,0,1,"1 egg",0,11,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"24",1,10,5,1,5,2,"08/17/2020",0,0,0,"",0,27,0,0,0,0,0,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"25",1,7,37,2,1,1,"08/17/2020",0,0,0,"",0,34,0,0,5,0,3,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"26",1,9,5,1,4,3,"07/18/2020",0,0,0,"",0,8,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"27",1,11,18,1,2,4,"08/16/2020",0,0,0,"",0,1,0,0,0,0,1,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"28",1,17,46,4,4,4,"07/14/2020",0,0,0,"",0,13,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"29",1,13,27,4,2,3,"07/15/2020",0,0,0,"",0,1,11,10,60,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"30",1,9,46,2,1,4,"08/17/2020",0,0,0,"",0,1,0,0,15,0,0,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"31",1,4,11,1,4,1,"08/18/2020",0,0,1,"2nd ins",2,8,0,0,0,0,0,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"32",1,16,23,3,5,3,"07/15/2020",0,0,0,"",0,1,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"33",1,4,8,1,2,2,"07/20/2020",0,0,1,"1 egg",0,29,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"34",1,6,26,2,1,3,"08/18/2020",0,0,0,"",0,12,0,0,95,0,1,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"35",1,15,16,3,5,5,"08/15/2020",0,0,0,"",0,8,0,0,0,0,1,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"36",1,20,15,3,3,3,"07/14/2020",0,0,0,"",0,10,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"37",1,6,38,2,4,5,"08/18/2020",0,0,0,"",0,3,1,0,0,0,0,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"38",1,4,8,1,2,2,"08/18/2020",0,0,0,"",0,21,0,0,0,0,5,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"39",1,4,43,2,3,5,"07/20/2020",0,0,0,"",0,16,0,5,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"40",1,4,7,1,2,1,"07/20/2020",0,0,0,"",0,14,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"41",1,7,37,2,1,1,"07/18/2020",0,0,1,"1 egg",0,24,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"42",1,6,35,2,3,4,"07/18/2020",0,0,1,"1 egg",0,27,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"43",1,15,16,3,5,5,"07/15/2020",0,0,0,"",0,10,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"44",1,19,27,4,5,1,"08/13/2020",0,0,0,"",0,4,0,0,5,0,0,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"45",1,13,31,4,2,5,"07/15/2020",0,0,0,"",0,1,0,0,0,0,0,0,0,"","Early","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"46",1,16,23,3,5,3,"08/15/2020",0,0,2,"1 egg, 1st/2nd ins",0,0,0,0,0,0,0,0,0,"","Late","AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"2020","Kavya"
"47",2,16,41,4,4,1,"08/15/2020",0,0,1,"1 egg",0,3,0,0,0,0,2,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"48",2,18,46,4,2,4,"08/13/2020",0,0,3,"2nd ins, 2nd ins, 3rd ins",0,8,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"49",2,20,44,4,3,5,"08/13/2020",0,0,0,"",0,5,0,0,15,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"50",2,20,44,4,3,5,"07/13/2020",0,0,0,"",0,5,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"51",2,21,4,3,1,4,"07/13/2020",0,0,0,"",0,1,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"52",2,3,10,1,5,3,"07/20/2020",0,0,2,"2 eggs",0,3,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"53",2,16,28,4,4,2,"08/15/2020",0,0,0,"",0,9,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"54",2,20,1,3,3,4,"07/14/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"55",2,19,1,3,2,1,"08/13/2020",0,0,0,"",0,16,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"56",2,5,41,2,1,5,"07/20/2020",0,0,0,"",0,6,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"57",2,5,41,2,1,5,"08/18/2020",0,0,0,"",0,10,0,0,2,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"58",2,6,3,1,2,3,"07/18/2020",0,0,0,"",0,33,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"59",2,4,42,2,2,2,"08/18/2020",0,0,0,"",0,12,0,0,28,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"60",2,2,12,1,1,1,"08/18/2020",0,0,0,"",0,34,0,0,3,0,1,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"61",2,2,34,2,4,3,"08/18/2020",0,0,1,"1 egg",0,19,0,0,8,0,1,1,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"62",2,19,1,3,2,1,"07/14/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"63",2,20,34,4,5,2,"08/13/2020",0,0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"64",2,2,12,1,1,1,"07/20/2020",0,0,1,"1st instar",0,38,0,0,0,0,1,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"65",2,3,14,1,2,5,"08/18/2020",0,0,0,"",0,23,0,0,0,0,6,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"66",2,11,20,1,4,5,"08/16/2020",0,0,0,"",0,3,0,0,0,0,1,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"67",2,2,28,2,5,5,"08/18/2020",0,0,0,"",0,5,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"68",2,6,3,1,2,3,"08/18/2020",0,0,1,"1 egg",0,31,0,0,0,0,2,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"69",2,3,10,1,5,3,"08/18/2020",0,0,0,"",0,2,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"70",2,20,1,3,3,4,"08/13/2020",0,0,0,"",0,31,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"71",2,11,9,1,1,2,"07/16/2020",0,0,1,"1 egg",0,20,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"72",2,2,28,2,5,5,"07/20/2020",0,0,1,"1st instar",0,4,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"73",2,11,9,1,1,2,"08/16/2020",0,0,0,"",0,26,0,0,0,0,2,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"74",2,16,24,3,3,2,"07/15/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"75",2,4,42,2,2,2,"07/20/2020",0,0,0,"",0,36,0,0,0,1,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"76",2,18,6,3,3,3,"07/14/2020",0,0,0,"",0,22,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"77",2,14,31,4,1,3,"08/15/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"78",2,18,6,3,3,3,"08/13/2020",0,0,0,"",0,17,0,0,0,0,2,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"79",2,7,45,2,5,4,"07/18/2020",0,0,0,"",0,6,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"80",2,11,20,1,4,5,"07/16/2020",0,0,1,"1st instar",0,8,0,1,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"81",2,14,31,4,1,3,"07/15/2020",0,0,0,"",0,2,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"82",2,4,19,1,3,1,"07/20/2020",0,0,0,"",0,2,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"83",2,18,46,4,2,4,"07/14/2020",0,0,1,"1 egg",0,7,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"84",2,2,34,2,4,3,"07/20/2020",0,0,1,"5th instar",0,14,0,0,0,0,1,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"85",2,16,28,4,4,2,"07/15/2020",0,0,0,"",0,7,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"86",2,16,24,3,3,2,"08/15/2020",0,0,0,"",0,2,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"87",2,20,34,4,5,2,"07/13/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"88",2,16,41,4,4,1,"07/15/2020",0,0,0,"",0,4,0,0,0,0,1,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"89",2,21,4,3,1,4,"08/13/2020",0,0,0,"",0,5,0,150,15,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"90",2,4,19,1,3,1,"08/18/2020",0,0,0,"",0,4,0,0,0,0,0,0,0,"","Late","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"91",2,3,14,1,2,5,"07/20/2020",0,0,0,"",0,30,0,0,0,0,0,0,0,"","Early","AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"2020","Kavya"
"92",3,10,26,2,5,4,"08/16/2020",0,0,0,"",0,8,0,0,0,0,4,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"93",3,5,23,2,4,3,"08/18/2020",0,0,0,"",0,10,0,0,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"94",3,10,26,2,5,4,"07/18/2020",0,0,0,"",0,12,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"95",3,6,20,1,5,1,"08/18/2020",0,0,0,"",0,13,0,0,0,0,2,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"96",3,9,9,1,2,2,"08/17/2020",0,0,0,"",0,13,0,0,0,0,2,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"97",3,18,41,4,5,5,"07/14/2020",0,0,1,"1 egg",0,1,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"98",3,21,38,4,3,3,"08/13/2020",0,0,0,"",0,0,9,0,0,0,1,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"99",3,18,10,3,5,2,"08/13/2020",0,0,0,"",0,1,0,0,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"100",3,18,41,4,5,5,"08/13/2020",0,0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"101",3,7,1,1,2,5,"07/18/2020",0,0,1,"1 egg",0,6,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"102",3,1,22,1,3,5,"08/18/2020",0,0,2,"1 egg, 1st ins",0,0,0,0,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"103",3,21,43,4,4,2,"07/13/2020",0,0,0,"",0,8,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"104",3,18,45,4,1,1,"07/14/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"105",3,20,13,3,4,4,"08/13/2020",0,0,0,"",0,15,0,350,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"106",3,1,22,1,3,5,"07/20/2020",0,0,0,"",0,17,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"107",3,11,2,1,4,1,"07/18/2020",0,0,0,"",0,16,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"108",3,21,38,4,3,3,"07/13/2020",0,0,1,"1 egg",0,0,0,11,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"109",3,16,37,4,3,1,"07/15/2020",0,0,0,"",0,6,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"110",3,5,23,2,4,3,"07/20/2020",0,0,0,"",0,8,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"111",3,21,43,4,4,2,"08/13/2020",0,0,1,"1 egg",0,6,0,0,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"112",3,20,13,3,4,4,"07/14/2020",0,0,0,"",0,12,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"113",3,20,40,4,5,3,"08/13/2020",0,0,0,"",0,4,0,0,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"114",3,16,37,4,3,1,"08/15/2020",0,0,1,"3th ins",0,2,0,0,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"115",3,16,43,4,2,3,"07/15/2020",0,0,0,"",0,0,0,0,0,0,1,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"116",3,15,44,4,2,1,"07/15/2020",0,0,0,"",0,3,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"117",3,5,11,1,2,4,"08/18/2020",0,0,0,"",0,5,0,0,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"118",3,5,11,1,2,4,"07/20/2020",0,0,2,"1 egg + 2nd instar",0,2,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"119",3,18,45,4,1,1,"08/13/2020",0,0,1,"3rd/4th ins",0,1,0,15,0,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"120",3,6,20,1,5,1,"07/18/2020",0,0,0,"",0,8,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"121",3,15,42,4,3,4,"07/15/2020",0,0,0,"",0,8,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"122",3,17,7,3,4,5,"08/15/2020",0,0,0,"",0,17,0,0,3,0,0,0,0,"","Late","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
"123",3,20,40,4,5,3,"07/13/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"2020","Kavya"
