Row,Column,Block,Population,Family,Replicate,Date,Row,Column,Dead,Monarch_Quantity_Past,Monarch_Quantity_Observed,Monarch_Note,Tetraopes_tetropthalmus,Liriomyza_asclepiadis,Aphis_nerii,Aphis_asclepiadis,Myzocallis_asclepiadis,Euchaetes_egle,Lygaeus_kalmii,Labidomera_clivicollis,Rhyssomatus_lineaticollis,Comment,,,,,,,,,
20,8,3,27,2,2,07/14/2020,20,8,0,,,,,20,,,,,,,,,,,,,,,,,
20,7,3,49,1,3,07/14/2020,20,7,1,,,,,,,,,,,,,,,,,,,,,,
20,6,3,19,5,3,07/14/2020,20,6,0,,,,,10,,,,,,,,,,,,,,,,,
20,5,3,29,1,1,07/14/2020,20,5,0,,,,,3,,,,,,,,,,,,,,,,,
20,4,3,46,5,4,07/14/2020,20,4,0,,,,,1,,,,,,,,,,,,,,,,,
20,3,3,3,3,2,07/14/2020,20,3,0,,,,,1,,,,,,,,,,,,,,,,,
20,2,3,56,3,1,07/14/2020,20,2,0,,,,,21,,1,,,,,,,,,,,,,,,
20,1,3,2,3,4,07/14/2020,20,1,0,,,,,,,,,,,,,,,,,,,,,,
19,46,4,46,3,5,07/14/2020,19,46,0,,,,,14,,,,,,,,,,,,,,,,,
19,45,4,15,3,2,07/14/2020,19,45,0,,,,,17,,,,,,,,,,,,,,,,,
19,44,4,20,3,3,07/14/2020,19,44,0,,,,,,,,,,,,,,,,,,,,,,
19,43,4,49,2,1,07/14/2020,19,43,0,,,,,6,,,,,,,,,,,,,,,,,
19,42,4,9,2,3,07/14/2020,19,42,0,,,,,,,,,,,,,,,,,,,,,,
19,41,4,19,2,5,07/14/2020,19,41,0,,1,1 egg,,13,,1,,,,,,,,,,,,,,,
19,40,4,15,1,2,07/14/2020,19,40,0,,,,,6,,,,,,,,,,,,,,,,,
19,39,4,21,2,4,07/14/2020,19,39,0,,,,,5,,4,,,1,,,,,,,,,,,,
19,38,4,79,3,2,07/14/2020,19,38,0,,1,4th instar ,,7,,4,,,,,,,,,,,,,,,
19,37,4,27,5,1,07/14/2020,19,37,0,,,,,19,,,,,,,,,,,,,,,,,
19,36,4,11,4,1,07/14/2020,19,36,1,,,,,,,,,,,,,,,,,,,,,,
19,35,4,28,1,1,07/14/2020,19,35,0,,,,,5,,,,,,,,,,,,,,,,,
19,34,4,29,5,5,07/14/2020,19,34,0,,,,,1,,,,,,,,,,,,,,,,,
19,33,4,57,4,3,07/14/2020,19,33,0,,,,,13,,,,,,1,,,,,,,,,,,
19,32,4,62,5,3,07/14/2020,19,32,0,,,,,14,,,,,,,,,,,,,,,,,
19,31,4,1,4,2,07/14/2020,19,31,1,,,,,,,,,,,,,,,,,,,,,,
19,30,4,7,2,1,07/14/2020,19,30,0,,,,,7,,1,,,,,,,,,,,,,,,
19,29,4,61,3,1,07/14/2020,19,29,0,,,,,2,,2,,,,,,,,,,,,,,,
19,28,4,13,2,2,07/14/2020,19,28,0,,,,,19,,16,,,,,,,,,,,,,,,
19,27,4,1,5,1,07/14/2020,19,27,0,,,,,,,,,,,,,,,,,,,,,,
19,26,4,8,1,5,07/14/2020,19,26,0,,,,,15,,,,,3,,,,,,,,,,,,
19,25,3,15,2,2,07/14/2020,19,25,0,,,,,13,,,,,,,,,,,,,,,,,
19,24,3,61,3,5,07/14/2020,19,24,0,,,,,2,,,,,,,,,,,,,,,,,
19,23,3,6,1,4,07/14/2020,19,23,0,,,,,14,,,,,,,,,,,,,,,,,
19,22,3,46,3,1,07/14/2020,19,22,0,,,,,,,,,,,,,,,,,,,,,,
19,21,3,74,1,4,07/14/2020,19,21,0,,,,,6,,,,,,,,,,,,,,,,,
19,20,3,28,4,3,07/14/2020,19,20,0,,,,,,,1,,,,,,,,,,,,,,,
19,19,3,46,2,4,07/14/2020,19,19,0,,1,1 egg,,,,,,,,,,,,,,,,,,,
19,18,3,12,1,1,07/14/2020,19,18,0,,1,1 egg,,24,,,,,,,,,,,,,,,,,
19,17,3,6,3,3,07/14/2020,19,17,0,,,,,,,,,,,,,,,,,,,,,,
19,16,3,2,5,1,07/14/2020,19,16,1,,,,,,,,,,,,,,,,,,,,,,
19,15,3,47,1,2,07/14/2020,19,15,0,,,,,7,,,,,,,,,,,,,,,,,
19,14,3,64,3,1,07/14/2020,19,14,0,,1,1st instar,,10,,12,,,,,,,,,,,,,,,
19,13,3,19,2,1,07/14/2020,19,13,0,,,,,7,,23,,,,,,,,,,,,,,,
19,12,3,18,3,4,07/14/2020,19,12,0,,1,1 egg,,14,,,,,,,,,,,,,,,,,
19,11,3,72,4,1,07/14/2020,19,11,0,,,,,8,,,,,,,,,,,,,,,,,
19,10,3,45,1,3,07/14/2020,19,10,1,,,,,,,,,,,,,,,,,,,,,,
19,9,3,61,5,2,07/14/2020,19,9,0,,,,,9,,,,,,,,,,,,,,,,,
19,8,3,26,1,3,07/14/2020,19,8,0,,1,1 egg,,29,,,,,,,,,,,,,,,,,
19,7,3,69,2,2,07/14/2020,19,7,0,,,,,4,,8,,,,,,,,,,,,,,,
19,6,3,64,5,5,07/14/2020,19,6,0,,,,,4,,,,,,,,,,,,,,,,,
19,5,3,72,2,5,07/14/2020,19,5,0,,,,,4,,,,,,,,,,,,,,,,,
19,4,3,4,2,5,07/14/2020,19,4,0,,,,,5,,,,,,,,,,,,,,,,,
19,3,3,40,4,3,07/14/2020,19,3,0,,,,,12,,68,,,,,,,,,,,,,,,
19,2,3,31,3,1,07/14/2020,19,2,0,,,,,8,,,,,,,,,,,,,,,,,
19,1,3,2,2,1,07/14/2020,19,1,0,,,,,,,,,,,,,,,,,,,,,,
18,46,4,2,2,4,07/14/2020,18,46,0,,1,1 egg,,7,,,,,,,,,,,,,,,,,
18,45,4,3,1,1,07/14/2020,18,45,0,,,,,,,,,,,,,,,,,,,,,,
18,44,4,20,3,1,07/14/2020,18,44,0,,,,,5,,2,,,,,,,,,,,,,,,
18,43,4,40,5,4,07/14/2020,18,43,0,,,,,,,,,,,,,,,,,,,,,,
18,42,4,18,2,3,07/14/2020,18,42,0,,1,1 egg,,4,,,,,,,,,,,,,,,,,
18,41,4,3,5,5,07/14/2020,18,41,0,,1,1 egg,,1,,,,,,,,,,,,,,,,,
18,40,4,46,2,1,07/14/2020,18,40,0,,,,,1,,,,,,,,,,,,,,,,,
18,39,4,30,3,5,07/14/2020,18,39,1,,,,,,,,,,,,,,,,,,,,,,
18,38,4,31,4,1,07/14/2020,18,38,0,,,,,1,,,,,,,,,,,,,,,,,
18,37,4,69,2,5,07/14/2020,18,37,0,,,,,,,,,,,,,,,,,,,,,,
18,36,4,35,2,3,07/14/2020,18,36,0,,,,,,,,,,,,,,,,,,,,,,
18,35,4,6,5,5,07/14/2020,18,35,1,,,,,,,,,,,,,,,,,,,,,,
18,34,4,21,1,1,07/14/2020,18,34,0,,1,1 egg,,8,,2,,,,,,,,,,,,,,,
18,33,4,18,5,4,07/14/2020,18,33,0,,1,1 egg,,7,,,,,,,,,,,,,,,,,
18,32,4,5,3,3,07/14/2020,18,32,0,,,,,9,,,,,,,,,,,,,,,,,
18,31,4,64,1,5,07/14/2020,18,31,0,,,,,2,,,,,,,,,,,,,,,,,
18,30,4,21,1,5,07/14/2020,18,30,0,,2,(2x) 1st instar,,4,,1,,,,,,,,,,,,,,,
18,29,4,20,1,1,07/14/2020,18,29,0,,,,,11,,,,,,,,,,,,,,,,,
18,28,4,39,1,1,07/14/2020,18,28,0,,,,,14,,,,,,,,,,,,,,,,,
18,27,4,6,3,2,07/14/2020,18,27,0,,,,,17,,,,,,,,,,,,,,,,,
18,26,4,36,5,5,07/14/2020,18,26,0,,,,,25,,,,,,,,,,,,,,,,,
18,25,3,39,1,3,07/14/2020,18,25,0,,1,1 egg,,9,,,,,,,,,,,,,,,,,
18,24,3,62,3,2,07/14/2020,18,24,0,,,,,1,,,,,,,,,,,,,,,,,
18,23,3,47,3,4,07/14/2020,18,23,0,,,,,7,,,,,,,,,,,,,,,,,
18,22,3,74,5,3,07/14/2020,18,22,1,,,,,,,,,,,,,,,,,,,,,,
18,21,3,69,1,3,07/14/2020,18,21,0,,,,,3,,3,,,1,,,,,,,,,,,,
18,20,3,15,1,1,07/14/2020,18,20,0,,2,"1st instar, 1 egg",,,,,,,,,,,,,,,,,,,
18,19,3,7,4,5,07/14/2020,18,19,0,,1,1st instar,,3,,,,,,,,,,,,,,,,,
18,18,3,49,3,2,07/14/2020,18,18,1,,,,,,,,,,,,,,,,,,,,,,
18,17,3,11,1,5,07/14/2020,18,17,0,,2,2 eggs,,4,,15,,,,,,,,,,,,,,,
18,16,3,28,4,2,07/14/2020,18,16,0,,,,,10,,,,,,,,,,,,,,,,,
18,15,3,14,3,4,07/14/2020,18,15,0,,1,1 egg,,,,,,,,,,,,,,,,,,,
18,14,3,62,5,4,07/14/2020,18,14,0,,1,1st instar,,,,,,,,,,,,,,,,,,,
18,13,3,42,1,3,07/14/2020,18,13,0,,,,,20,,,,,,,,,,,,,,,,,
18,12,3,56,3,2,07/14/2020,18,12,0,,,,,24,,15,,,,,,,,,,,,,,,
18,11,3,18,3,2,07/14/2020,18,11,0,,,,,12,,5,,,,,,,,,,,,,,,
18,10,3,3,5,2,07/14/2020,18,10,0,,,,,2,,,,,,,,,,,,,,,,,
18,9,3,4,4,3,07/14/2020,18,9,0,,,,,,,1,,,,,,,,,,,,,,,
18,8,3,68,1,3,07/14/2020,18,8,0,,,,,,,,,,,,,,,,,,,,,,
18,7,3,17,2,2,07/14/2020,18,7,1,,,,,,,,,,,,,,,,,,,,,,
18,6,3,2,3,3,07/14/2020,18,6,0,,,,,22,,,,,,,,,,,,,,,,,
18,5,3,46,4,5,07/14/2020,18,5,0,,,,,8,,,,,,,,,,,,,,,,,
18,4,3,64,5,4,07/14/2020,18,4,0,,,,,26,,,,100,,,,,,,,,,,,,
18,3,3,61,1,4,07/14/2020,18,3,0,,,,,,,,,,,,,,,,,,,,,,
18,2,3,39,2,3,07/14/2020,18,2,0,,,,,5,,,,,,,,,,,,,,,,,
18,1,3,5,1,2,07/14/2020,18,1,0,,,,,11,,,,,,,,,,,,,,,,,
17,46,4,1,4,4,07/14/2020,17,46,0,,,,,13,,,,,,,,,,,,,,,,,
17,45,4,27,5,5,07/14/2020,17,45,0,,,,,10,,,,,,,,,,,,,,,,,
17,44,4,5,4,2,07/14/2020,17,44,0,,,,,,,,,,,,,,,,,,,,,,
17,43,4,30,3,2,07/14/2020,17,43,0,,,,,,,,,,,,,,,,,,,,,,
17,42,4,61,5,4,07/14/2020,17,42,1,,,,,,,,,,,,,,,,,,,,,,
17,41,4,19,2,3,07/14/2020,17,41,0,,,,,,,,,,,,,,,,,,,,,,
17,40,4,68,2,4,07/14/2020,17,40,1,,,,,,,,,,,,,,,,,,,,,,
17,39,4,57,3,3,07/14/2020,17,39,0,,,,,,,,,,,,,,,,,,,,,,
17,38,4,26,1,5,07/14/2020,17,38,1,,,,,,,,,,,,,,,,,,,,,,
17,37,4,7,2,5,07/14/2020,17,37,0,,,,,,,,,,,,,,,,,,,,,,
17,36,4,16,3,2,07/14/2020,17,36,1,,,,,,,,,,,,,,,,,,,,,,
17,35,4,5,3,4,07/14/2020,17,35,1,,,,,,,,,,,,,,,,,,,,,,
17,34,4,15,1,3,07/14/2020,17,34,1,,,,,,,,,,,,,,,,,,,,,,
17,33,4,67,3,4,07/14/2020,17,33,0,,,,,,,,,,,,,,,,,,,,,,
17,32,4,36,4,3,07/14/2020,17,32,0,,,,,5,,,,,,,,,,,,,,,,,
17,31,4,74,1,1,07/14/2020,17,31,0,,,,,8,,,,,,,,,,,,,,,,,
17,30,4,49,2,5,07/14/2020,17,30,0,,,,,2,,,,,,,,,,,,,,,,,
17,29,4,5,5,1,07/14/2020,17,29,0,,1,3rd instar,,8,,,,,1,,,,,,,,,,,,
17,28,4,12,4,3,07/14/2020,17,28,0,,,,,,,,,,,,,,,,,,,,,,
17,27,4,61,3,2,07/15/2020,17,27,0,,,,,12,,,,,,,,,,,,,,,,,
17,26,4,18,1,5,07/15/2020,17,26,0,,,,,9,,,,,,,,,,,,,,,,,
17,25,3,13,1,1,07/15/2020,17,25,0,,,,,8,,,,,,,,,,,,,,,,,
17,24,3,16,1,3,07/15/2020,17,24,0,,,,,,,,,,,,,,,,,,,,,,
17,23,3,36,4,5,07/15/2020,17,23,1,,,,,,,,,,,,,,,,,,,,,,
17,22,3,67,3,1,07/15/2020,17,22,0,,,,,5,,1,,,,,,,,,,,,,,,
17,21,3,69,1,5,07/15/2020,17,21,1,,,,,,,,,,,,,,,,,,,,,,
17,20,3,40,1,1,07/15/2020,17,20,0,,1,1 egg,,2,,23,,,,,,,,,,,,,,,
17,19,3,77,5,2,07/15/2020,17,19,0,,,,,13,,,,,,,,,,,,,,,,,
17,18,3,15,4,5,07/15/2020,17,18,0,,,,,1,,,,,,,1,,,,,,,,,,
17,17,3,12,2,5,07/15/2020,17,17,0,,2,2 eggs,,6,,8,,,,,,,,,,,,,,,
17,16,3,40,2,1,07/15/2020,17,16,0,,1,1 egg,,1,,,,,,,,,,,,,,,,,
17,15,3,54,1,5,07/15/2020,17,15,1,,,,,,,,,,,,,,,,,,,,,,
17,14,3,13,5,1,07/15/2020,17,14,0,,1,1 egg,,25,,,,,,,,,,,,,,,,,
17,13,3,11,2,1,07/15/2020,17,13,0,,,,,2,,,,,,,,,,,,,,,,,
17,12,3,67,4,4,07/15/2020,17,12,0,,1,1 egg,,9,,,,,,,,,,,,,,,,,
17,11,3,69,2,3,07/15/2020,17,11,0,,,,,8,,,,,,,,,,,,,,,,,
17,10,3,39,4,5,07/15/2020,17,10,0,,,,,18,,,,,,,,,,,,,,,,,
17,9,3,79,1,5,07/15/2020,17,9,0,,,,,11,,,,,,,,,,,,,,,,,
17,8,3,46,3,4,07/15/2020,17,8,0,,,,,12,,2,,,,,,,,,,,,,,,
17,7,3,3,4,5,07/15/2020,17,7,0,,,,,19,1,13,,,,,,,,,,,,,,,
17,6,3,79,5,4,07/15/2020,17,6,0,,,,,8,,2,,,,,,,,,,,,,,,
17,5,3,8,1,3,07/15/2020,17,5,1,,,,,,,,,,,,,,,,,,,,,,
17,4,3,12,5,5,07/15/2020,17,4,0,,,,,10,,,,,,,,,,,,,,,,,
17,3,3,62,5,1,07/15/2020,17,3,0,,,,,24,,,,,,,,,,,,,,,,,
17,2,3,8,2,1,07/15/2020,17,2,0,,,,,4,8,17,,,,,,,,,,,,,,,
17,1,3,6,4,3,07/15/2020,17,1,0,,,,,6,,,,,1,,,,,,,,,,,,
16,46,4,12,3,5,07/15/2020,16,46,0,,,,,,,,,,,,,,,,,,,,,,
16,45,4,42,1,5,07/15/2020,16,45,1,,,,,,,,,,,,,,,,,,,,,,
16,44,4,18,3,5,07/15/2020,16,44,0,,,,,,,,,,,,,,,,,,,,,,
16,43,4,3,2,3,07/15/2020,16,43,0,,,,,,,,,,1,,,,,,,,,,,,
16,42,4,20,5,3,07/15/2020,16,42,0,,,,,2,,,,,,,,,,,,,,,,,
16,41,4,2,4,1,07/15/2020,16,41,0,,,,,4,,,,,1,,,,,,,,,,,,
16,40,4,39,1,2,07/15/2020,16,40,0,,,,,,,,,,,,,,,,,,,,,,
16,39,4,68,3,2,07/15/2020,16,39,0,,,,,1,,,,,,1,,,,,,,,,,,
16,38,4,79,2,3,07/15/2020,16,38,0,,,,,,,,,,,1,,,,,,,,,,,
16,37,4,3,3,1,07/15/2020,16,37,0,,,,,6,,,,,,,,,,,,,,,,,
16,36,4,45,1,5,07/15/2020,16,36,1,,,,,,,,,,,,,,,,,,,,,,
16,35,4,67,1,1,07/15/2020,16,35,0,,,,,11,,,,,,,,,,,,,,,,,
16,34,4,31,2,4,07/15/2020,16,34,0,,,,,,,,,,,,,,,,,,,,,,
16,33,4,18,2,5,07/15/2020,16,33,0,,,,,20,,,,,,,,,,,,,,,,,
16,32,4,79,5,5,07/15/2020,16,32,0,,,,,22,,,,,,,,,,,,,,,,,
16,31,4,39,1,4,07/15/2020,16,31,1,,,,,,,,,,,,,,,,,,,,,,
16,30,4,19,1,4,07/15/2020,16,30,0,,,,,3,,,,,,,,,,,,,,,,,
16,29,4,30,2,5,07/15/2020,16,29,0,,,,,5,,,,,1,,,,,,,,,,,,
16,28,4,2,4,2,07/15/2020,16,28,0,,,,,7,,,,,,,,,,,,,,,,,
16,27,4,27,1,2,07/15/2020,16,27,0,,,,,5,,,,,,,,,,,,,,,,,
16,26,4,NO PLANT,NO PLANT,NO PLANT,07/15/2020,16,26,1,,,,,,,,,,,,,,,,,,,,,,
16,25,3,19,1,3,07/15/2020,16,25,0,,,,,6,,,,,,,,,,,,,,,,,
16,24,3,2,3,2,07/15/2020,16,24,0,,,,,,,,,,,,,,,,,,,,,,
16,23,3,1,5,3,07/15/2020,16,23,0,,,,,1,,,,,,,,,,,,,,,,,
16,22,3,39,4,4,07/15/2020,16,22,0,,2,2 eggs,,12,,13,,,,,,,,,,,,,,,
16,21,3,61,4,2,07/15/2020,16,21,0,,,,,,,,,,,,,,,,,,,,,,
16,20,3,4,2,3,07/15/2020,16,20,0,,2,"1 egg, 3rd instar",,5,,1,,,,,,,,,,,,,,,
16,19,3,68,5,1,07/15/2020,16,19,0,,1,4th instar,,8,,1,,,,,,,,,,,,,,,
16,18,3,4,5,5,07/15/2020,16,18,1,,,,,,,,,,,,,,,,,,,,,,
16,17,3,5,4,5,07/15/2020,16,17,0,,,,,1,,,,,,,,,,,,,,,,,
16,16,3,7,5,4,07/15/2020,16,16,0,,1,1 egg,,,,,,,,,,,,,,,,,,,
16,15,3,67,5,4,07/15/2020,16,15,0,,,,,2,,,,,,,,,,,,,,,,,
16,14,3,49,2,2,07/15/2020,16,14,0,,,,,16,,,,,,,,,,,,,,,,,
16,13,3,41,1,2,07/15/2020,16,13,0,,,,,10,,19,1,,,,,,,,,,,,,,
16,12,3,5,2,1,07/15/2020,16,12,0,,,,,9,4,8,,,,,,,,,,,,,,,
16,11,3,46,4,4,07/15/2020,16,11,0,,,,,7,,13,,,,,,,,,,,,,,,
16,10,3,15,5,3,07/15/2020,16,10,0,,,,,4,,6,,,,,,,,,,,,,,,
16,9,3,21,4,2,07/15/2020,16,9,0,,,,,5,,,,,,,,,,,,,,,,,
16,8,3,36,5,1,07/15/2020,16,8,0,,,,,10,,1,,,,,,,,,,,,,,,
16,7,3,31,1,2,07/15/2020,16,7,0,,,,,9,,5,,,,,,,,,,,,,,,
16,6,3,21,3,2,07/15/2020,16,6,0,,,,,18,,22,,,,,,,,,,,,,,,
16,5,3,29,4,4,07/15/2020,16,5,0,,,,,2,,,,,,,,,,,,,,,,,
16,4,3,77,2,1,07/15/2020,16,4,0,,,,,3,,,,,,,,,,,,,,,,,
16,3,3,27,1,1,07/15/2020,16,3,1,,,,,,,,,,,,,,,,,,,,,,
16,2,3,57,4,2,07/15/2020,16,2,1,,,,,,,,,,,,,,,,,,,,,,
16,1,3,15,4,2,07/15/2020,16,1,0,,,,,4,,,,,,,,,,,,,,,,,
15,46,4,18,4,5,07/15/2020,15,46,1,,,,,,,,,,,,,,,,,,,,,,
15,45,4,41,4,5,07/15/2020,15,45,0,,,,,5,,,,,,,,,,,,,,,,,
15,44,4,3,2,1,07/15/2020,15,44,0,,,,,3,,,,,,,,,,,,,,,,,
