"","Row","Column","Block","Population","Family","Replicate","Survival_LateJune","Survival_LateJune_Date","Survival_LateJune_Comment","Survival_LateJune_Surveyor","Survival_LateAugust","Survival_LateAugust_Date","Survival_LateAugust_Comment","Survival_LateAugust_Surveyor"
"73",2,27,"2","14","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"74",2,28,"2","2","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"75",2,29,"2","42","2","2","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"76",2,30,"2","41","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"77",2,31,"2","68","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"78",2,32,"2","14","4","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"79",2,33,"2","72","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"80",2,34,"2","2","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"81",2,35,"2","4","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"82",2,36,"2","49","4","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"83",2,37,"2","17","2","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"84",2,38,"2","6","1","3","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"85",2,39,"2","77","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"86",2,40,"2","47","2","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"87",2,41,"2","64","1","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"88",2,42,"2","57","5","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"89",2,43,"2","57","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"90",2,44,"2","15","2","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"91",2,45,"2","79","5","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"92",2,46,"2","17","5","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"93",3,1,"1","12","5","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"94",3,2,"1","68","3","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"95",3,3,"1","14","5","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"96",3,4,"1","9","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"97",3,5,"1","13","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"98",3,6,"1","1","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"99",3,7,"1","68","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"100",3,8,"1","15","4","1","1","6/24/2022","wilted ","Yimin","1","8/23/2022",NA,"Yimin"
"101",3,9,"1","4","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"102",3,10,"1","2","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"103",3,11,"1","49","3","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"104",3,12,"1","15","2","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"105",3,13,"1","39","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"106",3,14,"1","2","2","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"107",3,15,"1","64","3","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"108",3,16,"1","31","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"109",3,17,"1","8","2","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"110",3,18,"1","17","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"111",3,19,"1","18","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"112",3,20,"1","36","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"113",3,21,"1","7","3","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"114",3,22,"1","69","2","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"115",3,23,"1","30","5","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"116",3,24,"2","4","4","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"117",3,25,"2","16","3","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"118",3,26,"2","62","3","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"119",3,27,"2","39","4","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"120",3,28,"2","77","3","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"121",3,29,"2","4","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"122",3,30,"2","72","1","3","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"123",3,31,"2","56","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"124",3,32,"2","36","3","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"125",3,33,"2","21","2","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"126",3,34,"2","31","1","3","1","6/24/2022","wilting","Yimin","1","8/23/2022",NA,"Yimin"
"127",3,35,"2","77","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"128",3,36,"2","72","2","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"129",3,37,"2","56","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"130",3,38,"2","46","2","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"131",3,39,"2","49","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"132",3,40,"2","12","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"133",3,41,"2","67","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"134",3,42,"2","46","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"135",3,43,"2","40","5","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"136",3,44,"2","67","2","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"137",3,45,"2","1","1","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"138",3,46,"2","19","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"139",4,1,"1","21","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"140",4,2,"1","79","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"141",4,3,"1","12","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"142",4,4,"1","47","3","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"143",4,5,"1","47","1","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"144",4,6,"1","21","2","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"145",4,7,"1","1","2","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"146",4,8,"1","1","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"147",4,9,"1","30","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"148",4,10,"1","61","5","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"149",4,11,"1","1","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"150",4,12,"1","6","4","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"151",4,13,"1","17","4","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"152",4,14,"1","79","4","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"153",4,15,"1","36","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"154",4,16,"1","4","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"155",4,17,"1","56","4","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"156",4,18,"1","67","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"158",4,20,"1","8","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"159",4,21,"1","72","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"160",4,22,"1","12","4","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"161",4,23,"1","74","2","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"162",4,24,"2","77","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"163",4,25,"2","15","2","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"164",4,26,"2","56","2","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"165",4,27,"2","32","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"166",4,28,"2","68","4","3","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"167",4,29,"2","23","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"168",4,30,"2","4","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"169",4,31,"2","6","3","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"170",4,32,"2","72","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"171",4,33,"2","4","3","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"172",4,34,"2","51","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"173",4,35,"2","20","3","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"174",4,36,"2","7","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"175",4,37,"2","36","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"176",4,38,"2","40","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"177",4,39,"2","18","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"178",4,40,"2","36","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"179",4,41,"2","36","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"180",4,42,"2","2","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"181",4,43,"2","1","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"182",4,44,"2","61","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"183",4,45,"2","18","5","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"184",4,46,"2","46","4","1","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"185",5,1,"1","77","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"186",5,2,"1","21","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"187",5,3,"1","19","3","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"188",5,4,"1","56","3","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"189",5,5,"1","32","1","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"190",5,6,"1","8","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"191",5,7,"1","11","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"192",5,8,"1","4","5","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"193",5,9,"1","28","1","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"194",5,10,"1","29","1","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"195",5,11,"1","3","2","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"196",5,12,"1","23","1","5","1","6/24/2022","wilting","Yimin","1","8/23/2022",NA,"Yimin"
"197",5,13,"1","21","3","1","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"198",5,14,"1","49","2","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"199",5,15,"1","72","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"200",5,16,"1","47","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"201",5,17,"1","47","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"202",5,18,"1","46","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"203",5,19,"1","21","3","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"204",5,20,"1","9","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"205",5,21,"1","47","4","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"206",5,22,"1","13","1","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"207",5,23,"2","3","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"208",5,24,"2","62","1","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"209",5,25,"2","12","5","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"210",5,26,"2","74","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"211",5,27,"2","30","5","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"212",5,28,"2","79","1","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"213",5,29,"2","17","1","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"214",5,30,"2","6","5","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"215",5,31,"2","77","4","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"216",5,32,"2","27","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"217",5,33,"2","40","3","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"218",5,34,"2","67","5","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"219",5,35,"2","17","5","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"220",5,36,"2","41","1","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"221",5,37,"2","8","3","3","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"222",5,38,"2","72","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"223",5,39,"2","77","5","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"224",5,40,"2","14","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"225",5,41,"2","2","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"226",5,42,"2","39","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"227",5,43,"2","36","3","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"228",5,44,"2","69","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"229",5,45,"2","64","1","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"230",5,46,"2","29","5","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"231",6,1,"1","36","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"232",6,2,"1","61","4","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"233",6,3,"1","2","2","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"234",6,4,"1","27","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"235",6,5,"1","11","2","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"236",6,6,"1","12","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"237",6,7,"1","57","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"238",6,8,"1","7","5","3","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"239",6,9,"1","21","4","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"240",6,10,"1","49","4","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"241",6,11,"1","40","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"242",6,12,"1","7","5","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"243",6,13,"1","46","5","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"244",6,14,"1","36","2","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"245",6,15,"1","26","1","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"246",6,16,"1","51","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"247",6,17,"1","46","1","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"248",6,18,"1","6","2","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"249",6,19,"1","19","5","2","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"250",6,20,"1","3","5","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"251",6,21,"1","29","4","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"252",6,22,"1","79","4","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"253",6,23,"2","21","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"254",6,24,"2","77","4","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"255",6,25,"2","72","2","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"256",6,26,"2","1","1","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"257",6,27,"2","5","5","3","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"258",6,28,"2","36","1","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"259",6,29,"2","62","3","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"260",6,30,"2","12","5","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"261",6,31,"2","18","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"262",6,32,"2","18","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"263",6,33,"2","14","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"264",6,34,"2","57","5","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"265",6,35,"2","1","3","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"266",6,36,"2","74","2","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"267",6,37,"2","17","3","2","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"268",6,38,"2","1","4","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"269",6,39,"2","62","4","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"270",6,40,"2","17","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"271",6,41,"2","42","1","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"272",6,42,"2","4","3","4","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
